Pond1,Pond2,V1,V2,Resistance,X1,Y1,X2,Y2
SWF-1808,21107,28,270,0.0127674957152904,375576.215820846,5010519.53521363,377185.842079669,5010833.59048254
SWF-1809,21107,29,270,0.0122487749379263,375628.191623315,5010576.79681635,377185.842079669,5010833.59048254
SWF-1808,21109,28,271,0.0516974946811195,375576.215820846,5010519.53521363,374230.940902148,5010780.79919226
SWF-1809,21109,29,271,0.051912053113073,375628.191623315,5010576.79681635,374230.940902148,5010780.79919226
SWF-1808,21110,28,272,0.0136332760190532,375576.215820846,5010519.53521363,377267.777584615,5010885.9778279
SWF-1809,21110,29,272,0.0131265749942385,375628.191623315,5010576.79681635,377267.777584615,5010885.9778279
SWF-1808,21112,28,273,0.0119095204410572,375576.215820846,5010519.53521363,376292.3219,5010974.50913333
SWF-1809,21112,29,273,0.0112195146740052,375628.191623315,5010576.79681635,376292.3219,5010974.50913333
SWF-1312,21120,15,274,0.0450204766831058,349409.529477995,5013212.92964156,348526.445079957,5011755.78918513
SWF-1312,21337,15,275,0.0175591884101471,349409.529477995,5013212.92964156,349292.771647691,5011675.39222451
SWF-1312,21339,15,276,0.0313009297378036,349409.529477995,5013212.92964156,350409.703666667,5011725.58656667
NAT-3,21550,43,277,0.126879833714944,355301.4688,4989989,356015.637322801,4988154.09840634
NAT-3,21558,43,278,0.0764089392789314,355301.4688,4989989,356142.18425804,4988259.04102942
NAT-3,21562,43,279,0.0755397132918675,355301.4688,4989989,356134.457016106,4988308.70354151
NAT-3,21642,43,280,0.0545433995750996,355301.4688,4989989,354096.490138762,4988523.62311794
NAT-3,21645,43,281,0.0566592400897342,355301.4688,4989989,354000.413532667,4988597.50793659
NAT-3,21648,43,282,0.0981620559315225,355301.4688,4989989,354037.802526906,4988654.6512946
NAT-3,21649,43,283,0.0448725256010994,355301.4688,4989989,355183.568639654,4988595.54615475
NAT-3,21657,43,284,0.0530444773865143,355301.4688,4989989,355273.297430311,4988709.75098097
NAT-3,21736,43,285,0.0999531054093049,355301.4688,4989989,354031.691965545,4988820.83241511
NAT-3,21738,43,286,0.0439990567122517,355301.4688,4989989,354244.911518243,4988872.26192263
NAT-3,21744,43,287,0.143816205542693,355301.4688,4989989,353691.134866667,4988987.05783333
NAT-3,21879,43,289,0.083259905552664,355301.4688,4989989,357149.00571926,4989977.32430752
NAT-3,21882,43,290,0.133592593282582,355301.4688,4989989,356789.029458142,4990059.1578969
NAT-3,21887,43,291,0.130933283979191,355301.4688,4989989,353662.153559666,4990171.3822673
NAT-3,21888,43,292,0.144267115152846,355301.4688,4989989,356691.74956309,4990178.27672535
SWF-1808,21977,28,293,0.0476734281066269,375576.215820846,5010519.53521363,375634.432006578,5009430.09536638
SWF-1809,21977,29,293,0.0475377677933465,375628.191623315,5010576.79681635,375634.432006578,5009430.09536638
SWF-1312,21995,15,294,0.00785571625008051,349409.529477995,5013212.92964156,349583.916346203,5012563.03799376
SWF-1310,22000,12,295,0.0170993469694539,348435.742331743,5014655.29181007,348832.759057486,5012774.62139256
TIM-2,22000,13,295,0.0168779869100653,348305.5,5014568.5,348832.759057486,5012774.62139256
SWF-1312,22000,15,295,0.0136665654033337,349409.529477995,5013212.92964156,348832.759057486,5012774.62139256
SWF-1310,22008,12,296,0.010524110291323,348435.742331743,5014655.29181007,348989.41421529,5012839.78837595
TIM-2,22008,13,296,0.0103040509525047,348305.5,5014568.5,348989.41421529,5012839.78837595
SWF-1312,22008,15,296,0.00699026289819547,349409.529477995,5013212.92964156,348989.41421529,5012839.78837595
SWF-1808,22014,28,298,0.0127183130040243,375576.215820846,5010519.53521363,377103.609166667,5010783.77066667
SWF-1809,22014,29,298,0.0121843133136855,375628.191623315,5010576.79681635,377103.609166667,5010783.77066667
SWF-1808,22015,28,299,0.0233331934977623,375576.215820846,5010519.53521363,374047.147440937,5010734.31713318
SWF-1809,22015,29,299,0.0234937454383573,375628.191623315,5010576.79681635,374047.147440937,5010734.31713318
SWF-1808,22075,28,300,0.0235479803312268,375576.215820846,5010519.53521363,376317.236628848,5009634.52209693
SWF-1809,22075,29,300,0.0230067394799928,375628.191623315,5010576.79681635,376317.236628848,5009634.52209693
SWF-1808,22076,28,301,0.0404460051669084,375576.215820846,5010519.53521363,376706.8762,5009667.49076667
SWF-1809,22076,29,301,0.0399972365284587,375628.191623315,5010576.79681635,376706.8762,5009667.49076667
SWF-1808,22078,28,302,0.0192382630049062,375576.215820846,5010519.53521363,376022.039066667,5009687.08973333
SWF-1809,22078,29,302,0.0187207108758891,375628.191623315,5010576.79681635,376022.039066667,5009687.08973333
SWF-1808,22083,28,304,0.0540484318368542,375576.215820846,5010519.53521363,376840.700175749,5009718.60649395
SWF-1809,22083,29,304,0.0535788402740778,375628.191623315,5010576.79681635,376840.700175749,5009718.60649395
SWF-1808,22085,28,305,0.0150726678040566,375576.215820846,5010519.53521363,376095.048414807,5009726.74748916
SWF-1809,22085,29,305,0.0145226191676082,375628.191623315,5010576.79681635,376095.048414807,5009726.74748916
SWF-1808,22086,28,306,0.0160713960644763,375576.215820846,5010519.53521363,376283.144341508,5009725.00272026
SWF-1809,22086,29,306,0.0154969002777381,375628.191623315,5010576.79681635,376283.144341508,5009725.00272026
SWF-1808,22089,28,307,0.0148230889252628,375576.215820846,5010519.53521363,374822.481711398,5009729.33443856
SWF-1809,22089,29,307,0.0150717951773425,375628.191623315,5010576.79681635,374822.481711398,5009729.33443856
SWF-1808,22090,28,308,0.0135822231367714,375576.215820846,5010519.53521363,375996.8751,5009770.8582
SWF-1809,22090,29,308,0.0130633993618266,375628.191623315,5010576.79681635,375996.8751,5009770.8582
NAT-3,22173,43,310,0.0740699339543906,355301.4688,4989989,355103.77467741,4989117.17289434
NAT-3,22175,43,311,0.0487361558471311,355301.4688,4989989,353965.887433333,4989504.20856667
NAT-3,22177,43,312,0.0537179283578243,355301.4688,4989989,353826.767580726,4989541.25020866
SWF-1808,22215,28,313,0.0161929107372904,375576.215820846,5010519.53521363,374602.299006754,5011330.93130989
SWF-1809,22215,29,313,0.0163818647940332,375628.191623315,5010576.79681635,374602.299006754,5011330.93130989
SWF-1610,22268,4,314,0.0029774107889093,371757.270239456,5023855.79424707,371828.64426539,5023896.87735781
SWF-1621,22268,5,314,0.0140211070073096,373231.347809471,5023056.94940913,371828.64426539,5023896.87735781
SWF-1610,22269,4,315,0.00315622866779747,371757.270239456,5023855.79424707,371668.411575968,5023913.72670515
SWF-1621,22269,5,315,0.0142664955690267,373231.347809471,5023056.94940913,371668.411575968,5023913.72670515
SWF-1236,22288,11,317,0.0967913739934925,349286.87787217,5024160.80056156,348214.289688898,5022502.77770088
SWF-1228,22288,26,317,0.0937657352586892,349066.788361716,5022696.74379202,348214.289688898,5022502.77770088
NAT-1,22288,27,317,0.105907964840885,348369.7813,5022168,348214.289688898,5022502.77770088
SWF-1808,22289,28,318,0.0231734835865505,375576.215820846,5010519.53521363,377164.546725856,5010349.42267557
SWF-1809,22289,29,318,0.0226687037574073,375628.191623315,5010576.79681635,377164.546725856,5010349.42267557
SWF-1808,22290,28,319,0.0194123686279723,375576.215820846,5010519.53521363,374419.16901776,5010377.46928981
SWF-1809,22290,29,319,0.0197240459444026,375628.191623315,5010576.79681635,374419.16901776,5010377.46928981
SWF-1221,22365,25,320,0.0297505598135533,341406.731597883,5023127.75891249,340236.179843245,5024261.9623133
SWF-1221,22460,25,321,0.0483999310111357,341406.731597883,5023127.75891249,341516.679516263,5024001.82515354
SWF-1610,22552,4,322,0.0199440717207955,371757.270239456,5023855.79424707,372555.774412808,5022199.04021298
SWF-1621,22552,5,322,0.0254044896479635,373231.347809471,5023056.94940913,372555.774412808,5022199.04021298
SWF-1610,22553,4,323,0.0111219547750733,371757.270239456,5023855.79424707,372643.38130765,5022280.21082688
SWF-1621,22553,5,323,0.0161947358578649,373231.347809471,5023056.94940913,372643.38130765,5022280.21082688
SWF-1808,22641,28,324,0.032136212348473,375576.215820846,5010519.53521363,374003.97068791,5011220.16291957
SWF-1809,22641,29,324,0.0322998023317416,375628.191623315,5010576.79681635,374003.97068791,5011220.16291957
SWF-1808,22653,28,326,0.0349216822143009,375576.215820846,5010519.53521363,373886.898892378,5011412.61394717
SWF-1809,22653,29,326,0.0350365406047859,375628.191623315,5010576.79681635,373886.898892378,5011412.61394717
SWF-1808,22654,28,327,0.0132847661956534,375576.215820846,5010519.53521363,374249.598257631,5011478.23050601
SWF-1809,22654,29,327,0.0134476774303986,375628.191623315,5010576.79681635,374249.598257631,5011478.23050601
SWF-1312,22660,15,328,0.0138930366294033,349409.529477995,5013212.92964156,349166.032926562,5011454.34408752
TIM-2,22674,13,329,0.082231540854759,348305.5,5014568.5,346476.905655548,5015148.24281491
SWF-1310,22678,12,330,0.0171420595439745,348435.742331743,5014655.29181007,348915.52313589,5015199.6128097
TIM-2,22678,13,330,0.0171225260945811,348305.5,5014568.5,348915.52313589,5015199.6128097
SWF-1311,22678,14,330,0.0216863030980032,348591.415239137,5014838.62241878,348915.52313589,5015199.6128097
SWF-1320,22678,17,330,0.0167698794892209,350743.942441377,5015037.25262821,348915.52313589,5015199.6128097
TIM-2,22680,13,331,0.0358430283223202,348305.5,5014568.5,346425.79835649,5015230.48386509
SWF-1802,22687,24,332,0.20535250512345,375777.532330408,5014557.25790541,374899.542255247,5015133.03087337
SWF-1621,22796,5,333,0.0592658132374819,373231.347809471,5023056.94940913,374256.1387,5024599.71583333
SWF-1808,22845,28,334,0.0149430240600443,375576.215820846,5010519.53521363,375062.109598698,5011781.800148
SWF-1809,22845,29,334,0.0150172691495509,375628.191623315,5010576.79681635,375062.109598698,5011781.800148
SWF-1312,22853,15,335,0.0130170701798846,349409.529477995,5013212.92964156,349654.460667828,5011849.99355744
SWF-1312,22865,15,336,0.00966973996014168,349409.529477995,5013212.92964156,349551.992670476,5011999.13726434
SWF-1809,22954,29,337,0.0219845952116325,375628.191623315,5010576.79681635,374446.295562667,5012189.03170735
SWF-1808,22957,28,338,0.0409889623082777,375576.215820846,5010519.53521363,374532.499195123,5012219.9048495
SWF-1809,22957,29,338,0.0410500278383891,375628.191623315,5010576.79681635,374532.499195123,5012219.9048495
SWF-1312,22962,15,340,0.00808511573214069,349409.529477995,5013212.92964156,350629.946868209,5012211.74608317
SWF-1310,22965,12,341,0.0102710613679242,348435.742331743,5014655.29181007,349054.899166667,5012840.13426667
TIM-2,22965,13,341,0.0100533832151994,348305.5,5014568.5,349054.899166667,5012840.13426667
SWF-1312,22965,15,341,0.006607487657129,349409.529477995,5013212.92964156,349054.899166667,5012840.13426667
SWF-1312,23054,15,342,0.0250929125983444,349409.529477995,5013212.92964156,349286.425705404,5012325.95756178
SWF-1312,23062,15,343,0.0178798869750785,349409.529477995,5013212.92964156,349373.838233333,5012479.0698
SWF-1808,23137,28,344,0.0383102272528333,375576.215820846,5010519.53521363,376403.386060145,5009364.04043408
SWF-1809,23137,29,344,0.0379686761272375,375628.191623315,5010576.79681635,376403.386060145,5009364.04043408
SWF-1802,23154,24,345,0.0153082079639087,375777.532330408,5014557.25790541,376465.878508453,5013290.12267965
SWF-1312,23157,15,346,0.00906972522855247,349409.529477995,5013212.92964156,349554.495555747,5012623.96710993
SWF-1444,23158,22,347,0.00850807389841587,361154,5014021.5,362205.657388458,5012575.27429215
SWF-1312,23159,15,348,0.0157962939028179,349409.529477995,5013212.92964156,349014.066908484,5012659.7240533
SWF-1809,23161,29,349,0.0131490603056575,375628.191623315,5010576.79681635,375105.60799937,5012477.4137016
SWF-1808,23216,28,350,0.0173662305516473,375576.215820846,5010519.53521363,376062.5869,5008614.4643
SWF-1808,23225,28,351,0.0527675549823541,375576.215820846,5010519.53521363,375178.714166667,5008699.60753333
SWF-1809,23225,29,351,0.0526994611484194,375628.191623315,5010576.79681635,375178.714166667,5008699.60753333
SWF-1808,23228,28,352,0.0345026971494535,375576.215820846,5010519.53521363,375166.607733333,5008719.94766667
SWF-1809,23228,29,352,0.0344536111310545,375628.191623315,5010576.79681635,375166.607733333,5008719.94766667
SWF-1808,23233,28,353,0.0295961551025074,375576.215820846,5010519.53521363,375901.260866667,5009542.64543333
SWF-1809,23233,29,353,0.0292859630732988,375628.191623315,5010576.79681635,375901.260866667,5009542.64543333
SWF-1808,23237,28,354,0.0294364790374284,375576.215820846,5010519.53521363,375969.730227833,5009590.64661
SWF-1809,23237,29,354,0.0290534491737286,375628.191623315,5010576.79681635,375969.730227833,5009590.64661
SWF-1312,23250,15,355,0.0176105326482901,349409.529477995,5013212.92964156,349264.997033959,5012604.57058773
SWF-1310,23335,12,356,0.0128261309099578,348435.742331743,5014655.29181007,349152.907074649,5012881.7293373
TIM-2,23335,13,356,0.0126110349795587,348305.5,5014568.5,349152.907074649,5012881.7293373
SWF-1312,23335,15,356,0.00898464647598073,349409.529477995,5013212.92964156,349152.907074649,5012881.7293373
SWF-1802,23347,24,357,0.0129775606044518,375777.532330408,5014557.25790541,376919.054372563,5012925.10999459
SWF-1802,23351,24,358,0.022231931159107,375777.532330408,5014557.25790541,375504.943523353,5012950.10906031
SWF-1808,23409,28,359,0.017648160319313,375576.215820846,5010519.53521363,374576.155068409,5009123.35874257
SWF-1809,23409,29,359,0.0177634503065711,375628.191623315,5010576.79681635,374576.155068409,5009123.35874257
SWF-1808,23415,28,360,0.0178172319494779,375576.215820846,5010519.53521363,374466.309317119,5009125.95470127
SWF-1809,23415,29,360,0.0179307215726363,375628.191623315,5010576.79681635,374466.309317119,5009125.95470127
SWF-1808,23418,28,361,0.0381184835868507,375576.215820846,5010519.53521363,376490.540407496,5009143.3407596
SWF-1809,23418,29,361,0.0378448068280401,375628.191623315,5010576.79681635,376490.540407496,5009143.3407596
SWF-1808,23419,28,362,0.0412525336533627,375576.215820846,5010519.53521363,374872.898,5009179.65406667
SWF-1809,23419,29,362,0.041346956862995,375628.191623315,5010576.79681635,374872.898,5009179.65406667
SWF-1808,23424,28,363,0.0345980363989035,375576.215820846,5010519.53521363,374323.954371549,5009253.6146753
SWF-1809,23424,29,363,0.0347130537557005,375628.191623315,5010576.79681635,374323.954371549,5009253.6146753
SWF-1808,23425,28,364,0.0230436695800387,375576.215820846,5010519.53521363,374883.599608534,5009258.18470595
SWF-1809,23425,29,364,0.0231731650230573,375628.191623315,5010576.79681635,374883.599608534,5009258.18470595
SWF-1808,23426,28,365,0.026981747477555,375576.215820846,5010519.53521363,375337.64134189,5009292.34980018
SWF-1809,23426,29,365,0.0270290761243972,375628.191623315,5010576.79681635,375337.64134189,5009292.34980018
SWF-1802,23433,24,366,0.0112560629600173,375777.532330408,5014557.25790541,375629.184641913,5013365.1466563
SWF-1310,23434,12,367,0.00969263824522866,348435.742331743,5014655.29181007,348185.552477389,5013446.58168186
TIM-2,23434,13,367,0.00933436376928363,348305.5,5014568.5,348185.552477389,5013446.58168186
SWF-1311,23434,14,367,0.0147784531949222,348591.415239137,5014838.62241878,348185.552477389,5013446.58168186
SWF-1312,23434,15,367,0.0104707286569251,349409.529477995,5013212.92964156,348185.552477389,5013446.58168186
SWF-1310,23435,12,368,0.00951276442782179,348435.742331743,5014655.29181007,348097.184004726,5013432.86758834
TIM-2,23435,13,368,0.00915370418704475,348305.5,5014568.5,348097.184004726,5013432.86758834
SWF-1311,23435,14,368,0.014590028465763,348591.415239137,5014838.62241878,348097.184004726,5013432.86758834
SWF-1312,23435,15,368,0.010392134427427,349409.529477995,5013212.92964156,348097.184004726,5013432.86758834
SWF-1310,23436,12,369,0.0100980085901192,348435.742331743,5014655.29181007,347803.988566667,5013457.3581
TIM-2,23436,13,369,0.00974519182463454,348305.5,5014568.5,347803.988566667,5013457.3581
SWF-1311,23436,14,369,0.0151573142459149,348591.415239137,5014838.62241878,347803.988566667,5013457.3581
SWF-1312,23436,15,369,0.0110595201010997,349409.529477995,5013212.92964156,347803.988566667,5013457.3581
SWF-1310,23446,12,371,0.00852525820411331,348435.742331743,5014655.29181007,348249.373277872,5013598.71191994
TIM-2,23446,13,371,0.00816929819699944,348305.5,5014568.5,348249.373277872,5013598.71191994
SWF-1311,23446,14,371,0.0136292359799612,348591.415239137,5014838.62241878,348249.373277872,5013598.71191994
SWF-1312,23446,15,371,0.00909509541949617,349409.529477995,5013212.92964156,348249.373277872,5013598.71191994
SWF-1802,23451,24,372,0.0156035288355563,375777.532330408,5014557.25790541,376918.359201579,5013639.26507056
SWF-1310,23462,12,373,0.168159112630016,348435.742331743,5014655.29181007,348371.761078168,5016391.97734375
TIM-2,23462,13,373,0.168037465389027,348305.5,5014568.5,348371.761078168,5016391.97734375
SWF-1311,23462,14,373,0.172886558699496,348591.415239137,5014838.62241878,348371.761078168,5016391.97734375
SWF-1253,23462,38,373,0.166403871682227,349221.790069078,5017815.78826019,348371.761078168,5016391.97734375
SWF-1325,23465,18,374,0.0141012789601387,351779.64759057,5015044.85782857,352193.302154837,5016614.77241581
SWF-1347,23465,19,374,0.0123896322336488,351239.058964893,5016427.79519426,352193.302154837,5016614.77241581
SWF-1306,23465,41,374,0.0134482533983833,352812.866039645,5016413.9862936,352193.302154837,5016614.77241581
SWF-1352,23465,42,374,0.0159883355360004,353632.026778553,5015481.1864493,352193.302154837,5016614.77241581
SWF-1253,23482,38,375,0.00853164560695917,349221.790069078,5017815.78826019,348822.997992439,5016944.49242336
SWF-1316,23482,39,375,0.0257765314800525,350370.871223657,5017808.40845983,348822.997992439,5016944.49242336
SWF-1228,23489,26,376,0.0349132604926858,349066.788361716,5022696.74379202,348267.339761836,5021011.69563939
NAT-1,23489,27,376,0.0557967023650245,348369.7813,5022168,348267.339761836,5021011.69563939
SWF-1134,23492,30,377,0.0305020596894083,360681.983013408,5020000.49276395,359772.945421699,5021087.41436341
SWF-1215,23512,7,379,0.0101551219815039,349705.553992055,5023902.60364929,351006.008618071,5023510.59514892
SWF-1234,23512,9,379,0.0111534376629461,350185.486214851,5025046.26560361,351006.008618071,5023510.59514892
SWF-1235,23512,10,379,0.0110210144591853,350039.691707927,5025166.35370932,351006.008618071,5023510.59514892
SWF-1236,23512,11,379,0.0123718643518843,349286.87787217,5024160.80056156,351006.008618071,5023510.59514892
SWF-1204,23512,32,379,0.0145379344482918,351251.890265503,5022682.43999134,351006.008618071,5023510.59514892
NAT-1,23519,27,380,0.0584055760078748,348369.7813,5022168,346905.36483718,5023516.70770937
SWF-1621,23527,5,381,0.0364032247720911,373231.347809471,5023056.94940913,374163.474347736,5021321.79885213
SWF-1610,23535,4,382,0.00828495708567706,371757.270239456,5023855.79424707,371115.235941647,5025224.5635898
SWF-1616,23535,6,382,0.00749475039676739,371215.774413737,5025865.03744251,371115.235941647,5025224.5635898
NAT-6,23544,46,383,0.0364094604424142,337405.6563,5026972,337018.830651388,5025253.34023126
SWF-1325,23572,18,384,0.0128829251264453,351779.64759057,5015044.85782857,351690.048855726,5017018.75096394
SWF-1347,23572,19,384,0.0106036914135735,351239.058964893,5016427.79519426,351690.048855726,5017018.75096394
SWF-1316,23572,39,384,0.027657127112931,350370.871223657,5017808.40845983,351690.048855726,5017018.75096394
SWF-1306,23572,41,384,0.0123832346151597,352812.866039645,5016413.9862936,351690.048855726,5017018.75096394
SWF-1253,23574,38,385,0.0504401591681222,349221.790069078,5017815.78826019,348218.813071475,5016966.5175058
SWF-1347,23578,19,386,0.00916334419779599,351239.058964893,5016427.79519426,351565.285477907,5017111.26673466
SWF-1316,23578,39,386,0.0259774270057379,350370.871223657,5017808.40845983,351565.285477907,5017111.26673466
SWF-1306,23578,41,386,0.0110733545358037,352812.866039645,5016413.9862936,351565.285477907,5017111.26673466
SWF-1802,23579,24,387,0.0135677914359434,375777.532330408,5014557.25790541,376092.336991888,5013732.20981248
SWF-1253,23580,38,388,0.010905126570869,349221.790069078,5017815.78826019,348518.685596876,5017065.53181527
SWF-1316,23580,39,388,0.0286035872599859,350370.871223657,5017808.40845983,348518.685596876,5017065.53181527
SWF-1439,23581,20,389,0.0442533520542193,360442.252602021,5017305.57203595,358541.229510326,5017113.7174192
SWF-1347,23583,19,390,0.0101980375279498,351239.058964893,5016427.79519426,351496.1558016,5017138.93307579
SWF-1316,23583,39,390,0.0272977997375351,350370.871223657,5017808.40845983,351496.1558016,5017138.93307579
SWF-1306,23583,41,390,0.0126409230102786,352812.866039645,5016413.9862936,351496.1558016,5017138.93307579
SWF-1621,23588,5,391,0.149615572214233,373231.347809471,5023056.94940913,373680.762319135,5021253.52685423
NAT-1,23595,27,393,0.0590137712828198,348369.7813,5022168,346915.037431779,5021300.77376865
NAT-1,23597,27,395,0.0614424661944894,348369.7813,5022168,347164.385397127,5021346.38884758
SWF-1221,23607,25,396,0.0485058518311822,341406.731597883,5023127.75891249,343124.346419703,5023698.13121705
SWF-1808,23612,28,397,0.0125756223733283,375576.215820846,5010519.53521363,376208.02402866,5009846.99829389
SWF-1809,23612,29,397,0.0119611739543527,375628.191623315,5010576.79681635,376208.02402866,5009846.99829389
SWF-1808,23614,28,398,0.0203103146580482,375576.215820846,5010519.53521363,377356.611986619,5009881.26717953
SWF-1809,23614,29,398,0.0199471473236532,375628.191623315,5010576.79681635,377356.611986619,5009881.26717953
SWF-1808,23615,28,399,0.0289580363554999,375576.215820846,5010519.53521363,376604.805198174,5009910.75889545
SWF-1809,23615,29,399,0.028338547551205,375628.191623315,5010576.79681635,376604.805198174,5009910.75889545
SWF-1310,23629,12,400,0.0160974000028982,348435.742331743,5014655.29181007,347730.969196714,5013671.05691405
TIM-2,23629,13,400,0.015731467684593,348305.5,5014568.5,347730.969196714,5013671.05691405
SWF-1311,23629,14,400,0.0211638466965765,348591.415239137,5014838.62241878,347730.969196714,5013671.05691405
SWF-1312,23629,15,400,0.0171813246956117,349409.529477995,5013212.92964156,347730.969196714,5013671.05691405
SWF-1802,23632,24,401,0.0129879363930269,375777.532330408,5014557.25790541,376840.020934783,5013691.80071476
SWF-1802,23643,24,402,0.0183727636074695,375777.532330408,5014557.25790541,375822.176733334,5013801.5383
SWF-1802,23646,24,403,0.0336173943012777,375777.532330408,5014557.25790541,375719.7608813,5013813.18966068
SWF-1221,23652,25,404,0.0393304672983883,341406.731597883,5023127.75891249,341458.700670717,5024159.99533008
SWF-1802,23657,24,405,0.0218428074488162,375777.532330408,5014557.25790541,377677.63496063,5014611.05507183
SWF-1428,23658,21,406,0.0143811801625325,361627.192658303,5014807.79241731,360473.068008266,5014626.76485846
SWF-1444,23658,22,406,0.0142187944540974,361154,5014021.5,360473.068008266,5014626.76485846
SWF-1802,23660,24,407,0.0100524571869399,375777.532330408,5014557.25790541,376493.690617023,5014575.91286167
SWF-1802,23667,24,408,0.0181927870587973,375777.532330408,5014557.25790541,377591.282166667,5014672.8562
SWF-1802,23668,24,409,0.00933249441010674,375777.532330408,5014557.25790541,376493.675866667,5014679.03403333
SWF-1439,23687,20,412,0.0127054836395916,360442.252602021,5017305.57203595,360112.618633333,5018331.1842
SWF-1134,23687,30,412,0.0105292638823672,360681.983013408,5020000.49276395,360112.618633333,5018331.1842
SWF-1808,23696,28,413,0.0317887174008738,375576.215820846,5010519.53521363,377117.735642624,5009891.56327568
SWF-1809,23696,29,413,0.0313534673916206,375628.191623315,5010576.79681635,377117.735642624,5009891.56327568
SWF-1808,23700,28,414,0.0163006235089949,375576.215820846,5010519.53521363,377344.323427994,5009961.85666565
SWF-1809,23700,29,414,0.0159215945398784,375628.191623315,5010576.79681635,377344.323427994,5009961.85666565
SWF-1808,23708,28,415,0.018230316844544,375576.215820846,5010519.53521363,377278.631930064,5010064.97469974
SWF-1809,23708,29,415,0.0178291520425731,375628.191623315,5010576.79681635,377278.631930064,5010064.97469974
SWF-1802,23728,24,416,0.115189261379975,375777.532330408,5014557.25790541,375844.958063531,5013937.68214844
SWF-1802,23739,24,417,0.0337610008724778,375777.532330408,5014557.25790541,376228.749233,5014009.34894444
SWF-1347,23751,19,418,0.0114381305539321,351239.058964893,5016427.79519426,351211.993313074,5017327.00863067
SWF-1208,23751,36,418,0.0227276036701761,349953.910503852,5018864.50641,351211.993313074,5017327.00863067
SWF-1316,23751,39,418,0.027202981448008,350370.871223657,5017808.40845983,351211.993313074,5017327.00863067
SWF-1306,23751,41,418,0.0133246898488268,352812.866039645,5016413.9862936,351211.993313074,5017327.00863067
SWF-1802,23768,24,419,0.00949333964350822,375777.532330408,5014557.25790541,376220.767681628,5014815.95969647
SWF-1802,23769,24,420,0.0101351171589491,375777.532330408,5014557.25790541,375754.174679481,5014861.84650264
SWF-1802,23770,24,421,0.043205119036909,375777.532330408,5014557.25790541,374341.590433333,5014868.39926667
SWF-1802,23771,24,422,0.0112867011921229,375777.532330408,5014557.25790541,376091.987386963,5014871.73223066
SWF-1621,23781,5,423,0.0753786954830962,373231.347809471,5023056.94940913,371694.989311553,5021785.70158584
SWF-1621,23783,5,424,0.132414941478416,373231.347809471,5023056.94940913,371714.292247641,5021846.40907521
SWF-1228,23786,26,425,0.0434101086597087,349066.788361716,5022696.74379202,347629.702504251,5021868.38232266
NAT-1,23786,27,425,0.060288549555243,348369.7813,5022168,347629.702504251,5021868.38232266
SWF-1802,23813,24,427,0.0202506447328594,375777.532330408,5014557.25790541,376309.615926455,5014075.24720519
SWF-1310,23814,12,428,0.0141535973317221,348435.742331743,5014655.29181007,347261.066982332,5014100.84062149
TIM-2,23814,13,428,0.0139037661391265,348305.5,5014568.5,347261.066982332,5014100.84062149
SWF-1311,23814,14,428,0.0190212552409484,348591.415239137,5014838.62241878,347261.066982332,5014100.84062149
SWF-1310,23815,12,429,0.015346278659928,348435.742331743,5014655.29181007,347254.089586144,5014142.04606563
TIM-2,23815,13,429,0.0151094631430288,348305.5,5014568.5,347254.089586144,5014142.04606563
SWF-1311,23815,14,429,0.0201894180270853,348591.415239137,5014838.62241878,347254.089586144,5014142.04606563
SWF-1802,23824,24,430,0.0105236430529448,375777.532330408,5014557.25790541,375965.447166667,5014252.72896667
SWF-1310,23830,12,431,0.0173675164334577,348435.742331743,5014655.29181007,350132.499026539,5014293.54025738
TIM-2,23830,13,431,0.0172235485866175,348305.5,5014568.5,350132.499026539,5014293.54025738
SWF-1311,23830,14,431,0.0222783746454031,348591.415239137,5014838.62241878,350132.499026539,5014293.54025738
SWF-1312,23830,15,431,0.0156315725648365,349409.529477995,5013212.92964156,350132.499026539,5014293.54025738
SWF-1314,23830,16,431,0.0137693048178919,350897.473348669,5014427.14439923,350132.499026539,5014293.54025738
SWF-1320,23830,17,431,0.0147625301595877,350743.942441377,5015037.25262821,350132.499026539,5014293.54025738
SWF-1325,23830,18,431,0.0160985596232409,351779.64759057,5015044.85782857,350132.499026539,5014293.54025738
SWF-1310,23832,12,432,0.0156520913741329,348435.742331743,5014655.29181007,347307.312866667,5014318.0403
TIM-2,23832,13,432,0.0154328118923861,348305.5,5014568.5,347307.312866667,5014318.0403
SWF-1311,23832,14,432,0.0204521131585754,348591.415239137,5014838.62241878,347307.312866667,5014318.0403
SWF-1347,23841,19,433,0.00787416740099794,351239.058964893,5016427.79519426,350811.711425275,5017618.0737639
SWF-1207,23841,35,433,0.00987058464548236,349758.002494547,5019065.37041954,350811.711425275,5017618.0737639
SWF-1208,23841,36,433,0.0183791341143611,349953.910503852,5018864.50641,350811.711425275,5017618.0737639
SWF-1253,23841,38,433,0.00898063103315876,349221.790069078,5017815.78826019,350811.711425275,5017618.0737639
SWF-1316,23841,39,433,0.0220323405113138,350370.871223657,5017808.40845983,350811.711425275,5017618.0737639
SWF-1347,23848,19,434,0.0109426523679212,351239.058964893,5016427.79519426,350777.681211827,5017650.38940979
SWF-1207,23848,35,434,0.0128013465351624,349758.002494547,5019065.37041954,350777.681211827,5017650.38940979
SWF-1208,23848,36,434,0.0212998506825871,349953.910503852,5018864.50641,350777.681211827,5017650.38940979
