Pond1,Pond2,V1,V2,Resistance,X1,Y1,X2,Y2
NAT-7,31659,47,1340,0.0914984283562457,338364.5,5028036,339121.638876984,5027015.19308346
NAT-9,31659,48,1340,0.0972102817584125,337702.9688,5027617,339121.638876984,5027015.19308346
NAT-11,31659,49,1340,0.0703055375628373,338428.4688,5027688.5,339121.638876984,5027015.19308346
NAT-10,31663,44,1341,0.0838935312229746,337577.3438,5027708,339284.01059781,5027003.07886923
NAT-2,31663,45,1341,0.0815020586113232,337878.25,5027308.5,339284.01059781,5027003.07886923
NAT-6,31663,46,1341,0.0729401489415845,337405.6563,5026972,339284.01059781,5027003.07886923
NAT-7,31663,47,1341,0.0766708567895016,338364.5,5028036,339284.01059781,5027003.07886923
NAT-9,31663,48,1341,0.0818578140001396,337702.9688,5027617,339284.01059781,5027003.07886923
NAT-11,31663,49,1341,0.0559815818668992,338428.4688,5027688.5,339284.01059781,5027003.07886923
NAT-10,31668,44,1343,0.0840750511732785,337577.3438,5027708,338184.788726931,5027055.10229203
NAT-2,31668,45,1343,0.0711741694560005,337878.25,5027308.5,338184.788726931,5027055.10229203
NAT-6,31668,46,1343,0.0707159202155161,337405.6563,5026972,338184.788726931,5027055.10229203
NAT-7,31668,47,1343,0.0825683034942406,338364.5,5028036,338184.788726931,5027055.10229203
NAT-9,31668,48,1343,0.0801463408781758,337702.9688,5027617,338184.788726931,5027055.10229203
NAT-11,31668,49,1343,0.0603590358707707,338428.4688,5027688.5,338184.788726931,5027055.10229203
NAT-10,31672,44,1346,0.0992571085810274,337577.3438,5027708,337076.046278182,5027051.07084546
NAT-2,31672,45,1346,0.0983317346817736,337878.25,5027308.5,337076.046278182,5027051.07084546
NAT-6,31672,46,1346,0.0780356920396163,337405.6563,5026972,337076.046278182,5027051.07084546
NAT-7,31672,47,1346,0.104722913456157,338364.5,5028036,337076.046278182,5027051.07084546
NAT-9,31672,48,1346,0.0977192364405261,337702.9688,5027617,337076.046278182,5027051.07084546
NAT-11,31672,49,1346,0.0868506508405005,338428.4688,5027688.5,337076.046278182,5027051.07084546
NAT-10,31674,44,1347,0.0739787407573022,337577.3438,5027708,336441.240618091,5027061.08135296
NAT-2,31674,45,1347,0.0740503893319562,337878.25,5027308.5,336441.240618091,5027061.08135296
NAT-6,31674,46,1347,0.0591443141883756,337405.6563,5026972,336441.240618091,5027061.08135296
NAT-9,31674,48,1347,0.0727766192300385,337702.9688,5027617,336441.240618091,5027061.08135296
NAT-10,31675,44,1348,0.0644185253386145,337577.3438,5027708,337589.486104905,5027075.89038359
NAT-2,31675,45,1348,0.0565503659609483,337878.25,5027308.5,337589.486104905,5027075.89038359
NAT-6,31675,46,1348,0.0288177748349224,337405.6563,5026972,337589.486104905,5027075.89038359
