"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",152.755235983751,16.7799067305048,9.10346156489964,7.39416945221618e-12
"2","meanres",-2.07934980886232,0.73209513687376,-2.840272669672,0.00669261650576262
"3","sdres",-5.46266321926195,2.43528230696983,-2.24313345669522,0.0297471970541104
