Pond1,Pond2,Node1,Node2,Resistance
SWF-1439,SWF-1621,31,36,16.47095456
SWF-1439,SWF-1622,31,37,43.19865069
SWF-1439,SWF-1802,31,38,15.06150907
SWF-1439,SWF-1808,31,39,15.78303563
SWF-1439,SWF-1809,31,40,15.29433093
SWF-1439,SWF-1914,31,41,43.05625654
SWF-1439,NAT-1,31,42,13.01016899
SWF-1439,NAT-2,31,43,12.73454112
SWF-1439,NAT-3,31,44,13.5234631
SWF-1439,NAT-6,31,47,13.39705888
SWF-1439,NAT-7,31,48,13.02601939
SWF-1439,NAT-9,31,49,13.39180267
SWF-1439,NAT-10,31,50,12.91738201
SWF-1439,NAT-11,31,51,14.30130827
SWF-1444,SWF-1501,32,33,61.71054684
SWF-1444,SWF-1610,32,34,53.77845259
SWF-1444,SWF-1616,32,35,47.88336025
SWF-1444,SWF-1621,32,36,36.18340757
SWF-1444,SWF-1622,32,37,63.18431426
SWF-1444,SWF-1802,32,38,34.45543466
SWF-1444,SWF-1808,32,39,35.06911444
SWF-1444,SWF-1809,32,40,34.58173443
SWF-1444,SWF-1914,32,41,62.96330473
SWF-1444,NAT-1,32,42,33.45012624
SWF-1444,NAT-2,32,43,33.01982154
SWF-1444,NAT-3,32,44,32.92954946
SWF-1444,NAT-6,32,47,33.68013227
SWF-1444,NAT-7,32,48,33.31302101
SWF-1444,NAT-9,32,49,33.6754964
SWF-1444,NAT-10,32,50,33.20081476
SWF-1444,NAT-11,32,51,34.58844549
SWF-1501,SWF-1610,33,34,58.77621711
SWF-1501,SWF-1616,33,35,53.08947481
SWF-1501,SWF-1621,33,36,41.03155357
SWF-1501,SWF-1622,33,37,68.37692527
SWF-1501,SWF-1802,33,38,38.67723731
SWF-1501,SWF-1808,33,39,38.62793015
SWF-1501,SWF-1809,33,40,38.15054211
SWF-1501,SWF-1914,33,41,67.77648561
SWF-1501,NAT-1,33,42,39.34278754
SWF-1501,NAT-2,33,43,38.50009394
SWF-1501,NAT-3,33,44,35.65300305
SWF-1501,NAT-6,33,47,39.1546858
SWF-1501,NAT-7,33,48,38.79718937
SWF-1501,NAT-9,33,49,39.15126649
SWF-1501,NAT-10,33,50,38.67585031
SWF-1501,NAT-11,33,51,40.07329086
SWF-1610,SWF-1616,34,35,37.01644221
SWF-1610,SWF-1621,34,36,26.0663385
SWF-1610,SWF-1622,34,37,55.41530367
SWF-1610,SWF-1802,34,38,27.99208638
SWF-1610,SWF-1808,34,39,29.68155649
SWF-1610,SWF-1809,34,40,29.18208135
SWF-1610,SWF-1914,34,41,56.69660162
SWF-1610,NAT-1,34,42,31.17079968
SWF-1610,NAT-2,34,43,30.29169996
SWF-1610,NAT-3,34,44,30.07222321
SWF-1610,NAT-6,34,47,30.94886108
SWF-1610,NAT-7,34,48,30.57903158
SWF-1610,NAT-9,34,49,30.93904355
SWF-1610,NAT-10,34,50,30.46307652
SWF-1610,NAT-11,34,51,31.85964109
SWF-1616,SWF-1621,35,36,21.8459858
SWF-1616,SWF-1622,35,37,46.82433569
SWF-1616,SWF-1802,35,38,22.7820844
SWF-1616,SWF-1808,35,39,24.28407352
SWF-1616,SWF-1809,35,40,23.78640025
SWF-1616,SWF-1914,35,41,50.82099228
SWF-1616,NAT-1,35,42,25.07344557
SWF-1616,NAT-2,35,43,24.18522904
SWF-1616,NAT-3,35,44,24.28181975
SWF-1616,NAT-6,35,47,24.8427184
SWF-1616,NAT-7,35,48,24.47134618
SWF-1616,NAT-9,35,49,24.83211544
SWF-1616,NAT-10,35,50,24.35608307
SWF-1616,NAT-11,35,51,25.75250988
SWF-1621,SWF-1622,36,37,38.38344868
SWF-1621,SWF-1802,36,38,10.07815849
SWF-1621,SWF-1808,36,39,11.81797806
SWF-1621,SWF-1809,36,40,11.31791864
SWF-1621,SWF-1914,36,41,38.89401432
SWF-1621,NAT-1,36,42,13.58352948
SWF-1621,NAT-2,36,43,12.69897739
SWF-1621,NAT-3,36,44,12.35916893
SWF-1621,NAT-6,36,47,13.35593594
SWF-1621,NAT-7,36,48,12.98665518
SWF-1621,NAT-9,36,49,13.34630797
SWF-1621,NAT-10,36,50,12.87033679
SWF-1621,NAT-11,36,51,14.2671654
SWF-1622,SWF-1802,37,38,38.62875623
SWF-1622,SWF-1808,37,39,39.88741038
SWF-1622,SWF-1809,37,40,39.3919848
SWF-1622,SWF-1914,37,41,65.38942412
SWF-1622,NAT-1,37,42,39.85737617
SWF-1622,NAT-2,37,43,38.91047496
SWF-1622,NAT-3,37,44,39.42115348
SWF-1622,NAT-6,37,47,39.56793482
SWF-1622,NAT-7,37,48,39.19440799
SWF-1622,NAT-9,37,49,39.55572151
SWF-1622,NAT-10,37,50,39.07944186
SWF-1622,NAT-11,37,51,40.47690112
SWF-1802,SWF-1808,38,39,8.037543961
SWF-1802,SWF-1809,38,40,7.519742154
SWF-1802,SWF-1914,38,41,38.40088132
SWF-1802,NAT-1,38,42,12.22651026
SWF-1802,NAT-2,38,43,11.36677014
SWF-1802,NAT-3,38,44,10.3531407
SWF-1802,NAT-6,38,47,12.02318661
SWF-1802,NAT-7,38,48,11.65711745
SWF-1802,NAT-9,38,49,12.0153517
SWF-1802,NAT-10,38,50,11.53956318
SWF-1802,NAT-11,38,51,12.93631228
SWF-1808,SWF-1809,39,40,1.932489906
SWF-1808,SWF-1914,39,41,39.38118878
SWF-1808,NAT-1,39,42,12.80469721
SWF-1808,NAT-2,39,43,11.94384935
SWF-1808,NAT-3,39,44,10.494184
SWF-1808,NAT-6,39,47,12.59979527
SWF-1808,NAT-7,39,48,12.23566236
SWF-1808,NAT-9,39,49,12.59289805
SWF-1808,NAT-10,39,50,12.11717544
SWF-1808,NAT-11,39,51,13.51422299
SWF-1809,SWF-1914,40,41,38.8879191
SWF-1809,NAT-1,40,42,12.31765344
SWF-1809,NAT-2,40,43,11.45678613
SWF-1809,NAT-3,40,44,10.01288852
SWF-1809,NAT-6,40,47,12.11273791
SWF-1809,NAT-7,40,48,11.74857926
SWF-1809,NAT-9,40,49,12.10582784
SWF-1809,NAT-10,40,50,11.63010424
SWF-1809,NAT-11,40,51,13.02714874
SWF-1914,NAT-1,41,42,39.43823918
SWF-1914,NAT-2,41,43,38.44150646
SWF-1914,NAT-3,41,44,38.78277584
SWF-1914,NAT-6,41,47,39.09814843
SWF-1914,NAT-7,41,48,38.7253769
SWF-1914,NAT-9,41,49,39.08561273
SWF-1914,NAT-10,41,50,38.60915188
SWF-1914,NAT-11,41,51,40.00835242
NAT-1,NAT-2,42,43,6.374980827
NAT-1,NAT-3,42,44,9.470669278
NAT-1,NAT-6,42,47,7.058561052
NAT-1,NAT-7,42,48,6.684604858
NAT-1,NAT-9,42,49,7.07098592
NAT-1,NAT-10,42,50,6.602560037
NAT-1,NAT-11,42,51,7.938277231
NAT-2,NAT-3,43,44,8.577239227
NAT-2,NAT-6,43,47,1.685890629
NAT-2,NAT-7,43,48,1.558371423
NAT-2,NAT-9,43,49,1.652147914
NAT-2,NAT-10,43,50,1.253814231
NAT-2,NAT-11,43,51,2.681508752
NAT-3,NAT-6,44,47,9.230254898
NAT-3,NAT-7,44,48,8.877496729
NAT-3,NAT-9,44,49,9.228699548
NAT-3,NAT-10,44,50,8.753311347
NAT-3,NAT-11,44,51,10.15252548
NAT-6,NAT-7,47,48,2.334735276
NAT-6,NAT-9,47,49,2.33656209
NAT-6,NAT-10,47,50,1.874947529
NAT-6,NAT-11,47,51,3.55391723
NAT-7,NAT-9,48,49,2.157744231
NAT-7,NAT-10,48,50,1.689913289
NAT-7,NAT-11,48,51,2.630974557
NAT-9,NAT-10,49,50,0.897457721
NAT-9,NAT-11,49,51,3.439546303
NAT-10,NAT-11,50,51,2.999289957
