Point1,Point2,X1,Y1,X2,Y2
NAT-7,31668,,,338184.788726931,5027055.10229203
NAT-9,31668,,,338184.788726931,5027055.10229203
NAT-10,31668,,,338184.788726931,5027055.10229203
NAT-11,31668,,,338184.788726931,5027055.10229203
NAT-2,31670,,,337301.832101556,5027056.93721661
NAT-6,31670,,,337301.832101556,5027056.93721661
NAT-7,31670,,,337301.832101556,5027056.93721661
NAT-9,31670,,,337301.832101556,5027056.93721661
NAT-10,31670,,,337301.832101556,5027056.93721661
NAT-11,31670,,,337301.832101556,5027056.93721661
NAT-11,31671,,,340275.593266667,5027070.2241
NAT-2,31672,,,337076.046278182,5027051.07084546
NAT-6,31672,,,337076.046278182,5027051.07084546
NAT-7,31672,,,337076.046278182,5027051.07084546
NAT-9,31672,,,337076.046278182,5027051.07084546
NAT-10,31672,,,337076.046278182,5027051.07084546
NAT-11,31672,,,337076.046278182,5027051.07084546
NAT-2,31674,,,336441.240618091,5027061.08135296
NAT-6,31674,,,336441.240618091,5027061.08135296
NAT-9,31674,,,336441.240618091,5027061.08135296
NAT-10,31674,,,336441.240618091,5027061.08135296
NAT-2,31675,,,337589.486104905,5027075.89038359
NAT-6,31675,,,337589.486104905,5027075.89038359
NAT-7,31675,,,337589.486104905,5027075.89038359
NAT-9,31675,,,337589.486104905,5027075.89038359
NAT-10,31675,,,337589.486104905,5027075.89038359
NAT-11,31675,,,337589.486104905,5027075.89038359
NAT-2,31683,,,337691.364116227,5027117.60595449
NAT-6,31683,,,337691.364116227,5027117.60595449
NAT-7,31683,,,337691.364116227,5027117.60595449
NAT-9,31683,,,337691.364116227,5027117.60595449
NAT-10,31683,,,337691.364116227,5027117.60595449
NAT-11,31683,,,337691.364116227,5027117.60595449
NAT-2,31684,,,337956.810533333,5028309.4131
NAT-6,31684,,,337956.810533333,5028309.4131
NAT-7,31684,,,337956.810533333,5028309.4131
NAT-9,31684,,,337956.810533333,5028309.4131
NAT-10,31684,,,337956.810533333,5028309.4131
NAT-11,31684,,,337956.810533333,5028309.4131
NAT-6,31688,,,336051.711306298,5028308.6857951
NAT-9,31688,,,336051.711306298,5028308.6857951
NAT-10,31688,,,336051.711306298,5028308.6857951
NAT-7,31689,,,339888.486249965,5028276.42131488
NAT-11,31689,,,339888.486249965,5028276.42131488
NAT-2,31690,,,337882.621666667,5028324.55656667
NAT-6,31690,,,337882.621666667,5028324.55656667
NAT-7,31690,,,337882.621666667,5028324.55656667
NAT-9,31690,,,337882.621666667,5028324.55656667
NAT-10,31690,,,337882.621666667,5028324.55656667
NAT-11,31690,,,337882.621666667,5028324.55656667
NAT-2,31692,,,337613.662866667,5028328.05836667
NAT-6,31692,,,337613.662866667,5028328.05836667
NAT-7,31692,,,337613.662866667,5028328.05836667
NAT-9,31692,,,337613.662866667,5028328.05836667
NAT-10,31692,,,337613.662866667,5028328.05836667
NAT-11,31692,,,337613.662866667,5028328.05836667
NAT-7,31694,,,340336.818165591,5028306.90839355
NAT-2,31696,,,337822.211066667,5028352.1157
NAT-6,31696,,,337822.211066667,5028352.1157
NAT-7,31696,,,337822.211066667,5028352.1157
NAT-9,31696,,,337822.211066667,5028352.1157
NAT-10,31696,,,337822.211066667,5028352.1157
NAT-11,31696,,,337822.211066667,5028352.1157
NAT-6,31698,,,335962.646751298,5028348.28680394
NAT-9,31698,,,335962.646751298,5028348.28680394
NAT-10,31698,,,335962.646751298,5028348.28680394
NAT-2,31706,,,337051.013925082,5027160.69549018
NAT-6,31706,,,337051.013925082,5027160.69549018
NAT-7,31706,,,337051.013925082,5027160.69549018
NAT-9,31706,,,337051.013925082,5027160.69549018
NAT-10,31706,,,337051.013925082,5027160.69549018
NAT-11,31706,,,337051.013925082,5027160.69549018
NAT-2,31708,,,336887.212252774,5027135.84885984
NAT-6,31708,,,336887.212252774,5027135.84885984
NAT-7,31708,,,336887.212252774,5027135.84885984
NAT-9,31708,,,336887.212252774,5027135.84885984
NAT-10,31708,,,336887.212252774,5027135.84885984
NAT-11,31708,,,336887.212252774,5027135.84885984
NAT-2,31709,,,337134.22860308,5027153.40939442
NAT-6,31709,,,337134.22860308,5027153.40939442
NAT-7,31709,,,337134.22860308,5027153.40939442
NAT-9,31709,,,337134.22860308,5027153.40939442
NAT-10,31709,,,337134.22860308,5027153.40939442
NAT-11,31709,,,337134.22860308,5027153.40939442
NAT-2,31711,,,336675.427865937,5028404.61909546
NAT-6,31711,,,336675.427865937,5028404.61909546
NAT-7,31711,,,336675.427865937,5028404.61909546
NAT-9,31711,,,336675.427865937,5028404.61909546
NAT-10,31711,,,336675.427865937,5028404.61909546
NAT-11,31711,,,336675.427865937,5028404.61909546
NAT-2,31712,,,337870.874345833,5028418.36491438
NAT-6,31712,,,337870.874345833,5028418.36491438
NAT-7,31712,,,337870.874345833,5028418.36491438
NAT-9,31712,,,337870.874345833,5028418.36491438
NAT-10,31712,,,337870.874345833,5028418.36491438
NAT-11,31712,,,337870.874345833,5028418.36491438
SWF-1220,31713,332384.92576937,5030790.98197647,333739.378481836,5030203.7873445
SWF-1220,31718,332384.92576937,5030790.98197647,333706.359866667,5030230.5529
NAT-2,31726,,,336575.843015339,5028448.0202
NAT-6,31726,,,336575.843015339,5028448.0202
NAT-7,31726,,,336575.843015339,5028448.0202
NAT-9,31726,,,336575.843015339,5028448.0202
NAT-10,31726,,,336575.843015339,5028448.0202
NAT-2,31728,,,336662.251685631,5028458.23671158
NAT-6,31728,,,336662.251685631,5028458.23671158
NAT-7,31728,,,336662.251685631,5028458.23671158
NAT-9,31728,,,336662.251685631,5028458.23671158
NAT-10,31728,,,336662.251685631,5028458.23671158
NAT-11,31728,,,336662.251685631,5028458.23671158
NAT-2,31730,,,336968.603716915,5028343.73203047
NAT-6,31730,,,336968.603716915,5028343.73203047
NAT-7,31730,,,336968.603716915,5028343.73203047
NAT-9,31730,,,336968.603716915,5028343.73203047
NAT-10,31730,,,336968.603716915,5028343.73203047
NAT-11,31730,,,336968.603716915,5028343.73203047
NAT-2,31732,,,336358.609079054,5028358.38097036
NAT-6,31732,,,336358.609079054,5028358.38097036
NAT-9,31732,,,336358.609079054,5028358.38097036
NAT-10,31732,,,336358.609079054,5028358.38097036
NAT-11,31733,,,340307.509133334,5027453.82456667
NAT-2,31761,,,339317.93808452,5027126.13100425
NAT-6,31761,,,339317.93808452,5027126.13100425
NAT-7,31761,,,339317.93808452,5027126.13100425
NAT-9,31761,,,339317.93808452,5027126.13100425
NAT-10,31761,,,339317.93808452,5027126.13100425
NAT-11,31761,,,339317.93808452,5027126.13100425
NAT-2,31762,,,337404.16762353,5027134.83380155
NAT-6,31762,,,337404.16762353,5027134.83380155
NAT-7,31762,,,337404.16762353,5027134.83380155
NAT-9,31762,,,337404.16762353,5027134.83380155
NAT-10,31762,,,337404.16762353,5027134.83380155
NAT-11,31762,,,337404.16762353,5027134.83380155
NAT-2,31763,,,337328.868178629,5027121.0989083
NAT-6,31763,,,337328.868178629,5027121.0989083
NAT-7,31763,,,337328.868178629,5027121.0989083
NAT-9,31763,,,337328.868178629,5027121.0989083
NAT-10,31763,,,337328.868178629,5027121.0989083
NAT-11,31763,,,337328.868178629,5027121.0989083
NAT-2,31764,,,337892.376784243,5027141.93570949
NAT-6,31764,,,337892.376784243,5027141.93570949
NAT-7,31764,,,337892.376784243,5027141.93570949
NAT-9,31764,,,337892.376784243,5027141.93570949
NAT-10,31764,,,337892.376784243,5027141.93570949
NAT-11,31764,,,337892.376784243,5027141.93570949
NAT-2,31786,,,339775.279511637,5027265.83396564
NAT-7,31786,,,339775.279511637,5027265.83396564
NAT-11,31786,,,339775.279511637,5027265.83396564
NAT-2,31788,,,336651.973591677,5027258.49111897
NAT-6,31788,,,336651.973591677,5027258.49111897
NAT-7,31788,,,336651.973591677,5027258.49111897
NAT-9,31788,,,336651.973591677,5027258.49111897
NAT-10,31788,,,336651.973591677,5027258.49111897
NAT-11,31788,,,336651.973591677,5027258.49111897
NAT-2,31791,,,339803.890100409,5027272.84623533
NAT-7,31791,,,339803.890100409,5027272.84623533
NAT-11,31791,,,339803.890100409,5027272.84623533
NAT-7,31792,,,340168.062706457,5027276.11514668
NAT-11,31792,,,340168.062706457,5027276.11514668
NAT-9,31793,,,336049.011024572,5028500.08449119
NAT-10,31793,,,336049.011024572,5028500.08449119
NAT-2,31794,,,336938.887166667,5028528.19953333
NAT-6,31794,,,336938.887166667,5028528.19953333
NAT-7,31794,,,336938.887166667,5028528.19953333
NAT-9,31794,,,336938.887166667,5028528.19953333
NAT-10,31794,,,336938.887166667,5028528.19953333
NAT-11,31794,,,336938.887166667,5028528.19953333
NAT-7,31798,,,340187.895755427,5027459.00609775
NAT-11,31798,,,340187.895755427,5027459.00609775
NAT-7,31799,,,340257.600266666,5027458.75206667
NAT-11,31799,,,340257.600266666,5027458.75206667
NAT-2,31803,,,339674.17954063,5027466.34891484
NAT-7,31803,,,339674.17954063,5027466.34891484
NAT-9,31803,,,339674.17954063,5027466.34891484
NAT-11,31803,,,339674.17954063,5027466.34891484
NAT-2,31804,,,336234.25840798,5027453.73185938
NAT-6,31804,,,336234.25840798,5027453.73185938
NAT-9,31804,,,336234.25840798,5027453.73185938
NAT-10,31804,,,336234.25840798,5027453.73185938
NAT-2,31807,,,336760.915466667,5027499.5653
NAT-6,31807,,,336760.915466667,5027499.5653
NAT-7,31807,,,336760.915466667,5027499.5653
NAT-9,31807,,,336760.915466667,5027499.5653
NAT-10,31807,,,336760.915466667,5027499.5653
NAT-11,31807,,,336760.915466667,5027499.5653
NAT-7,31810,,,340070.522061868,5027513.53727098
NAT-11,31810,,,340070.522061868,5027513.53727098
NAT-9,31811,,,336249.025198079,5028648.8916964
NAT-10,31811,,,336249.025198079,5028648.8916964
NAT-9,31813,,,336247.8585,5028696.00736667
NAT-10,31813,,,336247.8585,5028696.00736667
SWF-1220,31814,332384.92576937,5030790.98197647,333943.500021092,5030401.68201999
SWF-1220,31820,332384.92576937,5030790.98197647,333795.216093515,5030446.66931447
SWF-1621,31830,373231.347809471,5023056.94940913,373959.697439292,5024229.3338702
NAT-2,31842,,,337471.861810178,5027207.20805148
NAT-6,31842,,,337471.861810178,5027207.20805148
NAT-7,31842,,,337471.861810178,5027207.20805148
NAT-9,31842,,,337471.861810178,5027207.20805148
NAT-10,31842,,,337471.861810178,5027207.20805148
NAT-11,31842,,,337471.861810178,5027207.20805148
NAT-7,31846,,,340008.469852166,5027210.98632082
NAT-11,31846,,,340008.469852166,5027210.98632082
NAT-11,31848,,,340235.551393818,5027242.28887689
NAT-2,31849,,,339859.813856501,5027201.39353619
NAT-7,31849,,,339859.813856501,5027201.39353619
NAT-11,31849,,,339859.813856501,5027201.39353619
NAT-2,31851,,,337751.666862803,5027244.16867368
NAT-6,31851,,,337751.666862803,5027244.16867368
NAT-7,31851,,,337751.666862803,5027244.16867368
NAT-9,31851,,,337751.666862803,5027244.16867368
NAT-10,31851,,,337751.666862803,5027244.16867368
NAT-11,31851,,,337751.666862803,5027244.16867368
NAT-2,31852,,,337136.604817546,5027247.70762633
NAT-6,31852,,,337136.604817546,5027247.70762633
NAT-7,31852,,,337136.604817546,5027247.70762633
NAT-9,31852,,,337136.604817546,5027247.70762633
NAT-10,31852,,,337136.604817546,5027247.70762633
NAT-11,31852,,,337136.604817546,5027247.70762633
NAT-7,31854,,,340019.453453347,5027266.69031095
NAT-11,31854,,,340019.453453347,5027266.69031095
NAT-2,31866,,,337831.8666,5028549.05093333
NAT-6,31866,,,337831.8666,5028549.05093333
NAT-7,31866,,,337831.8666,5028549.05093333
NAT-9,31866,,,337831.8666,5028549.05093333
NAT-10,31866,,,337831.8666,5028549.05093333
NAT-11,31866,,,337831.8666,5028549.05093333
NAT-2,31869,,,337838.263289367,5028435.15938298
NAT-6,31869,,,337838.263289367,5028435.15938298
NAT-7,31869,,,337838.263289367,5028435.15938298
NAT-9,31869,,,337838.263289367,5028435.15938298
NAT-10,31869,,,337838.263289367,5028435.15938298
NAT-11,31869,,,337838.263289367,5028435.15938298
NAT-2,31872,,,337826.52901548,5028592.22707397
NAT-6,31872,,,337826.52901548,5028592.22707397
NAT-7,31872,,,337826.52901548,5028592.22707397
NAT-9,31872,,,337826.52901548,5028592.22707397
NAT-10,31872,,,337826.52901548,5028592.22707397
NAT-11,31872,,,337826.52901548,5028592.22707397
NAT-2,31875,,,336497.432043093,5028610.07113144
NAT-6,31875,,,336497.432043093,5028610.07113144
NAT-7,31875,,,336497.432043093,5028610.07113144
NAT-9,31875,,,336497.432043093,5028610.07113144
NAT-10,31875,,,336497.432043093,5028610.07113144
NAT-2,31879,,,337666.748448658,5028540.81541818
NAT-6,31879,,,337666.748448658,5028540.81541818
NAT-7,31879,,,337666.748448658,5028540.81541818
NAT-9,31879,,,337666.748448658,5028540.81541818
NAT-10,31879,,,337666.748448658,5028540.81541818
NAT-11,31879,,,337666.748448658,5028540.81541818
NAT-10,31880,,,335969.954520732,5028648.5456686
NAT-7,31881,,,339767.715270004,5028230.18108497
NAT-11,31881,,,339767.715270004,5028230.18108497
NAT-6,31882,,,335982.534233333,5028280.07576667
NAT-9,31882,,,335982.534233333,5028280.07576667
NAT-10,31882,,,335982.534233333,5028280.07576667
SWF-1220,31894,332384.92576937,5030790.98197647,334137.093749029,5030481.37275443
SWF-1220,31898,332384.92576937,5030790.98197647,333843.260729517,5030508.3094496
NAT-9,31903,,,336351.593035446,5029046.72499888
NAT-10,31903,,,336351.593035446,5029046.72499888
SWF-1220,31905,332384.92576937,5030790.98197647,334169.542126969,5030056.05788698
NAT-2,31909,,,336250.545938999,5027334.33817795
NAT-6,31909,,,336250.545938999,5027334.33817795
NAT-9,31909,,,336250.545938999,5027334.33817795
NAT-10,31909,,,336250.545938999,5027334.33817795
NAT-2,31927,,,337812.689668233,5027275.19206857
NAT-6,31927,,,337812.689668233,5027275.19206857
NAT-7,31927,,,337812.689668233,5027275.19206857
NAT-9,31927,,,337812.689668233,5027275.19206857
NAT-10,31927,,,337812.689668233,5027275.19206857
NAT-11,31927,,,337812.689668233,5027275.19206857
NAT-2,31928,,,337369.959818758,5027280.99288138
NAT-6,31928,,,337369.959818758,5027280.99288138
NAT-7,31928,,,337369.959818758,5027280.99288138
NAT-9,31928,,,337369.959818758,5027280.99288138
NAT-10,31928,,,337369.959818758,5027280.99288138
NAT-11,31928,,,337369.959818758,5027280.99288138
NAT-7,31929,,,339957.8804,5027303.0665
NAT-11,31929,,,339957.8804,5027303.0665
NAT-7,31933,,,340033.777149773,5027314.32611863
NAT-11,31933,,,340033.777149773,5027314.32611863
NAT-9,31953,,,335987.318566667,5028385.7643
NAT-10,31953,,,335987.318566667,5028385.7643
NAT-2,31957,,,338486.260966667,5028744.9788
NAT-7,31957,,,338486.260966667,5028744.9788
NAT-9,31957,,,338486.260966667,5028744.9788
NAT-10,31957,,,338486.260966667,5028744.9788
NAT-11,31957,,,338486.260966667,5028744.9788
NAT-2,31958,,,337598.126739666,5028714.26698607
NAT-6,31958,,,337598.126739666,5028714.26698607
NAT-7,31958,,,337598.126739666,5028714.26698607
NAT-9,31958,,,337598.126739666,5028714.26698607
NAT-10,31958,,,337598.126739666,5028714.26698607
NAT-11,31958,,,337598.126739666,5028714.26698607
NAT-9,31960,,,336458.403834878,5028750.13913395
NAT-10,31960,,,336458.403834878,5028750.13913395
NAT-10,31964,,,335919.326,5028707.1426
NAT-9,31966,,,336195.926433334,5028712.83813333
NAT-10,31966,,,336195.926433334,5028712.83813333
NAT-2,31968,,,336584.452590324,5028670.65976077
NAT-6,31968,,,336584.452590324,5028670.65976077
NAT-7,31968,,,336584.452590324,5028670.65976077
NAT-9,31968,,,336584.452590324,5028670.65976077
NAT-10,31968,,,336584.452590324,5028670.65976077
NAT-2,31971,,,338735.095296974,5028523.99887899
NAT-7,31971,,,338735.095296974,5028523.99887899
NAT-9,31971,,,338735.095296974,5028523.99887899
NAT-10,31971,,,338735.095296974,5028523.99887899
NAT-11,31971,,,338735.095296974,5028523.99887899
NAT-10,31972,,,335885.295020638,5028726.62470364
SWF-1220,31992,332384.92576937,5030790.98197647,333635.562611202,5030911.0200158
SWF-1220,31998,332384.92576937,5030790.98197647,333890.304201923,5030939.84041909
SWF-1220,32011,332384.92576937,5030790.98197647,334153.435604951,5030327.57653171
SWF-1220,32012,332384.92576937,5030790.98197647,333969.144816904,5030339.58719805
SWF-1220,32013,332384.92576937,5030790.98197647,334024.703719955,5030338.62240182
SWF-1220,32014,332384.92576937,5030790.98197647,333696.624935752,5030342.53839197
NAT-9,32017,,,336344.970787298,5028950.93288445
NAT-10,32017,,,336344.970787298,5028950.93288445
SWF-1220,32019,332384.92576937,5030790.98197647,333783.524071343,5030593.46611781
SWF-1220,32024,332384.92576937,5030790.98197647,333941.415084667,5030543.26839329
NAT-2,32038,,,337915.235390605,5028085.82482354
NAT-6,32038,,,337915.235390605,5028085.82482354
NAT-7,32038,,,337915.235390605,5028085.82482354
NAT-9,32038,,,337915.235390605,5028085.82482354
NAT-10,32038,,,337915.235390605,5028085.82482354
NAT-11,32038,,,337915.235390605,5028085.82482354
NAT-10,32079,,,336139.689199957,5028955.18176271
NAT-10,32088,,,336116.437003756,5029004.2382763
NAT-2,32105,,,336161.412702428,5028055.87943367
NAT-6,32105,,,336161.412702428,5028055.87943367
NAT-9,32105,,,336161.412702428,5028055.87943367
NAT-10,32105,,,336161.412702428,5028055.87943367
NAT-2,32107,,,338103.716015651,5026896.87415045
NAT-6,32107,,,338103.716015651,5026896.87415045
NAT-7,32107,,,338103.716015651,5026896.87415045
NAT-9,32107,,,338103.716015651,5026896.87415045
NAT-10,32107,,,338103.716015651,5026896.87415045
NAT-11,32107,,,338103.716015651,5026896.87415045
NAT-2,32108,,,336384.65004663,5027173.2400181
NAT-6,32108,,,336384.65004663,5027173.2400181
NAT-9,32108,,,336384.65004663,5027173.2400181
NAT-10,32108,,,336384.65004663,5027173.2400181
NAT-10,32111,,,335776.34637472,5028393.82263448
NAT-2,32114,,,337434.496468759,5028430.91603718
NAT-6,32114,,,337434.496468759,5028430.91603718
NAT-7,32114,,,337434.496468759,5028430.91603718
NAT-9,32114,,,337434.496468759,5028430.91603718
NAT-10,32114,,,337434.496468759,5028430.91603718
NAT-11,32114,,,337434.496468759,5028430.91603718
NAT-7,32119,,,340260.026763856,5027566.21535719
NAT-11,32119,,,340260.026763856,5027566.21535719
NAT-2,32122,,,336701.714884157,5027561.40444925
NAT-6,32122,,,336701.714884157,5027561.40444925
NAT-7,32122,,,336701.714884157,5027561.40444925
NAT-9,32122,,,336701.714884157,5027561.40444925
NAT-10,32122,,,336701.714884157,5027561.40444925
NAT-11,32122,,,336701.714884157,5027561.40444925
NAT-7,32124,,,339921.065260861,5027587.3377421
NAT-11,32124,,,339921.065260861,5027587.3377421
NAT-2,32126,,,337350.317470431,5028484.29137813
NAT-6,32126,,,337350.317470431,5028484.29137813
NAT-7,32126,,,337350.317470431,5028484.29137813
NAT-9,32126,,,337350.317470431,5028484.29137813
NAT-10,32126,,,337350.317470431,5028484.29137813
NAT-11,32126,,,337350.317470431,5028484.29137813
NAT-2,32130,,,336837.524743745,5028434.73518826
NAT-6,32130,,,336837.524743745,5028434.73518826
NAT-7,32130,,,336837.524743745,5028434.73518826
NAT-9,32130,,,336837.524743745,5028434.73518826
NAT-10,32130,,,336837.524743745,5028434.73518826
NAT-11,32130,,,336837.524743745,5028434.73518826
SWF-1220,32132,332384.92576937,5030790.98197647,333772.135561168,5030259.62219766
SWF-1220,32137,332384.92576937,5030790.98197647,333676.830233333,5030312.60683333
NAT-10,32148,,,336347.552095194,5029185.39872064
NAT-7,32179,,,340003.479141824,5027534.83107668
NAT-11,32179,,,340003.479141824,5027534.83107668
NAT-2,32180,,,336844.917854872,5027491.01409503
NAT-6,32180,,,336844.917854872,5027491.01409503
NAT-7,32180,,,336844.917854872,5027491.01409503
NAT-9,32180,,,336844.917854872,5027491.01409503
NAT-10,32180,,,336844.917854872,5027491.01409503
NAT-11,32180,,,336844.917854872,5027491.01409503
NAT-7,32181,,,340082.955163311,5027549.14863118
NAT-11,32181,,,340082.955163311,5027549.14863118
NAT-2,32182,,,339596.762909244,5027184.30035067
NAT-7,32182,,,339596.762909244,5027184.30035067
NAT-9,32182,,,339596.762909244,5027184.30035067
NAT-11,32182,,,339596.762909244,5027184.30035067
NAT-7,32190,,,340287.469661645,5027581.66216554
NAT-11,32190,,,340287.469661645,5027581.66216554
NAT-2,32194,,,336279.682681779,5027553.01969505
NAT-6,32194,,,336279.682681779,5027553.01969505
NAT-9,32194,,,336279.682681779,5027553.01969505
NAT-10,32194,,,336279.682681779,5027553.01969505
NAT-2,32197,,,336408.253913319,5027603.0410091
NAT-6,32197,,,336408.253913319,5027603.0410091
NAT-9,32197,,,336408.253913319,5027603.0410091
NAT-10,32197,,,336408.253913319,5027603.0410091
NAT-2,32201,,,339840.145852167,5027606.78374352
NAT-7,32201,,,339840.145852167,5027606.78374352
NAT-11,32201,,,339840.145852167,5027606.78374352
