OBJECTID,X,Y,geometry
27960,374430.8035,5008247.219,374430.803454676|5008247.2185223
27961,341808.2313,5008434.044,341808.231258949|5008434.04401488
27962,340697.3564,5008348.731,340697.356355706|5008348.73143161
27963,337023.5792,5008418.193,337023.579154907|5008418.19312212
27964,346579.8962,4999360.646,346579.896160992|4999360.64635314
27965,353802.1211,4999394.367,353802.121126058|4999394.36672381
27966,354043.6645,4999464.007,354043.664533333|4999464.0072
27967,372093.1384,4999395.157,372093.138380629|4999395.15693286
27968,359342.6328,4999368.369,359342.632770643|4999368.36915296
27969,345401.5918,4999485.56,345401.591809114|4999485.55970677
27970,354151.9859,4999464.391,354151.985859784|4999464.39114671
27971,354064.9749,4999496.934,354064.974902779|4999496.93356209
27972,379683.3257,4999469.989,379683.325699603|4999469.98872409
27973,377539.7151,4999468.187,377539.715125062|4999468.18710457
27974,376599.3859,5000045.126,376599.38594716|5000045.12555225
27975,375761.8075,5000086.776,375761.80749323|5000086.77614123
27976,375945.1806,5000165.448,375945.180611756|5000165.4481431
27977,372642.0058,5000192.608,372642.005770787|5000192.60838614
27978,347476.2236,5000080.337,347476.223634524|5000080.3373593
27979,361110.9821,5000299.947,361110.982076557|5000299.947323
27980,345770.4797,5000072.43,345770.479733422|5000072.43026629
27981,352349.3718,5000329.29,352349.371753111|5000329.2903024
27982,345638.9862,4999561.946,345638.986159161|4999561.94556805
27983,385501.8818,5012141.527,385501.881836532|5012141.52729124
27984,383281.4227,5012472.578,383281.422666666|5012472.5781
27985,380400.5272,5012477.954,380400.527166667|5012477.95416667
27986,381801.7108,5012489.098,381801.71084472|5012489.09815726
27987,339418.7539,5012479.717,339418.753872784|5012479.71742658
27988,378463.7699,5014936.176,378463.769919842|5014936.17562424
27989,378999.2348,5015213.611,378999.234841265|5015213.61126454
27990,385321.8034,5015275.66,385321.803445258|5015275.65992655
27991,385369.4954,5015293.006,385369.495433333|5015293.006
27992,382257.9711,5015301.278,382257.9711|5015301.27833333
27993,333965.392,5014759.939,333965.391999472|5014759.9389131
27994,341857.1751,5012554.599,341857.175141735|5012554.59941121
27995,347162.159,5012445.396,347162.15903438|5012445.39571454
27996,387984.5693,5012527.201,387984.569261432|5012527.20115175
27997,340246.8668,5012545.84,340246.866801064|5012545.84020415
27998,332588.9275,5012555.405,332588.927510204|5012555.40472478
27999,386259.5832,5012541.11,386259.583160966|5012541.11029996
28000,374855.2559,5005230.149,374855.255867083|5005230.14904465
28001,342373.7101,5005552.621,342373.7100752|5005552.6207046
28002,389334.4934,5005594.295,389334.493388056|5005594.29513872
28003,340165.932,5005688.568,340165.931970383|5005688.56791094
28004,385322.5824,5008018.388,385322.582409357|5008018.38818827
28005,350057.4372,5008000.988,350057.437191375|5008000.98812844
28006,349487.1518,5007942.033,349487.15181186|5007942.0334965
28007,348108.6908,5007961.773,348108.690831334|5007961.77259654
28008,346627.1654,5007954.169,346627.165420288|5007954.16868056
28009,385556.8931,5006240.161,385556.893143734|5006240.16134478
28010,375338.2237,5006014.358,375338.223702737|5006014.358315
28011,341504.5604,5006153.048,341504.560442286|5006153.04771748
28012,342166.1928,5006173.666,342166.192761025|5006173.66568949
28013,347121.5809,5006237.656,347121.580945183|5006237.65572469
28014,385622.7248,5006271.165,385622.724785514|5006271.16477471
28015,365873.013,5006251.164,365873.012979802|5006251.16382629
28016,374522.9408,5005075.304,374522.940790394|5005075.30390541
28017,346606.791,5008072.854,346606.790986776|5008072.85360453
28018,379548.2022,5008062.11,379548.202153814|5008062.11034366
28019,368572.8028,5008075.328,368572.802790875|5008075.32821893
28020,387941.5324,5008042.942,387941.532415338|5008042.94189061
28021,350538.6559,5008058.564,350538.655873177|5008058.56384408
28022,348483.4308,5008090.061,348483.430755551|5008090.06148663
28023,392883.2767,5008111.806,392883.276721372|5008111.80585573
28024,390435.3034,5008119.103,390435.303437574|5008119.10330451
28025,368562.0749,5008121.636,368562.074859287|5008121.63574984
28026,347679.9267,5008127.58,347679.926749771|5008127.57956337
28027,348380.1737,5008110.442,348380.173681255|5008110.44181412
28028,350001.4604,5008105.208,350001.460416726|5008105.20818923
28029,340220.7777,5008110.985,340220.777669537|5008110.98507924
28030,360341.1033,4999458.728,360341.103311872|4999458.72831828
28031,378482.1585,4999558.216,378482.158466667|4999558.21603333
28032,345272.7271,4999525.334,345272.727053535|4999525.33358873
28033,376651.2289,4999484.407,376651.228893195|4999484.40708227
28034,348355.7375,5008638.23,348355.737465915|5008638.22951082
28035,375151.5333,5008685.709,375151.533272541|5008685.70868862
28036,342374.0108,5008773.277,342374.010812337|5008773.27657286
28037,374786.2993,5008821.353,374786.299306587|5008821.35324626
28038,377118.7886,5008755.759,377118.788597022|5008755.75912233
28039,335642.828,5008802.99,335642.828033175|5008802.99047166
28040,350373.9414,5008771.686,350373.941376092|5008771.68594405
28041,382537.3883,4999303.81,382537.388327218|4999303.81011115
28042,379931.0854,4999281.87,379931.085401518|4999281.86950212
28043,343685.6559,4999572.558,343685.655904137|4999572.55769785
28044,346849.538,4999646.245,346849.537951723|4999646.2452251
28045,384377.2566,4999666.891,384377.256594366|4999666.89112509
28046,375921.7885,4999656.325,375921.788458836|4999656.32522503
28047,372420.2218,5000699.899,372420.221845913|5000699.89898497
28048,360146.9504,5003729.584,360146.95040147|5003729.58424432
28049,359910.5878,5001667.084,359910.587797069|5001667.0842622
28050,350542.88,5001737.917,350542.879992161|5001737.91675394
28051,353987.7983,5000562.087,353987.798334825|5000562.08669259
28052,354144.7522,5000612.628,354144.752157836|5000612.62777875
28053,357999.6252,5000467.647,357999.625235581|5000467.64659054
28054,372376.9775,5000498.477,372376.977539494|5000498.47735003
28055,378692.4143,5000600.804,378692.414312807|5000600.80425846
28056,333255.9623,5018482.702,333255.96234934|5018482.70212006
28057,333199.7657,5018507.075,333199.765666666|5018507.07536667
28058,360505.0177,5003581.92,360505.0177|5003581.9199
28059,352044.5101,5003551.217,352044.510054168|5003551.21734706
28060,372552.3475,5003370.394,372552.34751953|5003370.39419639
28061,349688.9005,5003527.511,349688.900502813|5003527.5112256
28062,342025.1827,5003559.979,342025.182652698|5003559.97900912
28063,343980.6048,5003588.757,343980.604840505|5003588.75727049
28064,341392.3105,5003612.504,341392.310460427|5003612.5041902
28065,359999.1148,5003536.937,359999.114837995|5003536.93737422
28066,359892.121,5003632.574,359892.120972944|5003632.57386604
28067,360229.1338,5003612.796,360229.133827731|5003612.79585551
28068,383393.3149,5003612.322,383393.314945452|5003612.32201906
28069,380985.253,5003596.774,380985.252964042|5003596.77400934
28070,378201.9395,5003506.639,378201.939460589|5003506.63874461
28071,350186.5343,5003393.875,350186.534270891|5003393.87545332
28072,346929.1626,5015318.844,346929.162633334|5015318.84403333
28073,376515.6509,5012911.836,376515.650925218|5012911.8363243
28074,388871.6018,5012955.468,388871.601769392|5012955.46785042
28075,389916.7872,5012994.272,389916.787170053|5012994.27237144
28076,381981.03,5013023.01,381981.03|5013023.01023333
28077,336682.3175,5012906.324,336682.317541349|5012906.32357325
28078,386205.0155,5012988.567,386205.015499094|5012988.56725528
28079,344394.8166,5005602.487,344394.816590588|5005602.48744715
28080,376124.4317,5005480.835,376124.431722024|5005480.83474989
28081,368273.2313,5005636.1,368273.231256999|5005636.10016698
28082,370423.7981,5005718.099,370423.798124681|5005718.09850956
28083,374566.2042,5005700.719,374566.204163492|5005700.71935512
28084,358263.4896,5005725.956,358263.489571923|5005725.95581298
28085,340345.409,5005723.649,340345.408993576|5005723.64865778
28086,389079.0652,5005606.902,389079.065213947|5005606.90220609
28087,367985.4845,5005791.872,367985.484459522|5005791.87206298
28088,367796.273,5005791.923,367796.273025338|5005791.92318402
28089,383010.5903,5005821.12,383010.590251406|5005821.12022613
28090,374214.4462,5005817.987,374214.44623372|5005817.98716153
28091,374472.4895,5005849.004,374472.489476936|5005849.0038675
28092,374713.9426,5005721.065,374713.942577759|5005721.06454556
28093,370283.3978,5005826.628,370283.397848312|5005826.62782209
28094,340341.9769,5005835.296,340341.976875862|5005835.29581299
28095,352645.4837,5005874.323,352645.483700229|5005874.32333782
28096,381146.9159,5005699.84,381146.915888108|5005699.84021929
28097,348059.3346,5005887.859,348059.334569476|5005887.85889934
28098,359576.9453,4998852.373,359576.945292128|4998852.37270508
28099,375884.21,5008418.974,375884.210004141|5008418.97350411
28100,376309.8552,5008568.87,376309.855219678|5008568.87020341
28101,364862.6112,5008615.385,364862.611222214|5008615.3850341
28102,380568.8729,5008519.515,380568.87292052|5008519.51504626
28103,337773.9395,5008626.944,337773.939542063|5008626.94391525
28104,337870.6803,5008156.39,337870.680338163|5008156.3904773
28105,376808.4993,5008444.416,376808.499297472|5008444.4157198
28106,365297.9697,5008531.906,365297.969659693|5008531.90574288
28107,348847.4506,5008637.192,348847.450567829|5008637.19224078
28108,337861.1342,5008571.903,337861.134194321|5008571.90318069
28109,349496.1528,5008532.756,349496.152787785|5008532.75644754
28110,380116.5918,5008609.873,380116.591787248|5008609.87311041
28111,337737.1309,5008682.595,337737.130933333|5008682.5953
28112,345860.9019,5008682.662,345860.901917728|5008682.66156823
28113,349875.6888,5008635.25,349875.688759777|5008635.2503862
28114,346521.1722,5008667.263,346521.172205641|5008667.26283744
28115,341277.2099,5008615.936,341277.209912854|5008615.93610329
28116,378929.2526,4999323.279,378929.252571142|4999323.27866748
28117,346399.3076,4999698.786,346399.307649192|4999698.78592921
28118,377433.7502,4999721.87,377433.750153572|4999721.86956957
28119,378783.9334,4999743.584,378783.933419669|4999743.5844368
28120,376090.9367,4999691.424,376090.936748664|4999691.42383371
28121,378078.6161,4999569.484,378078.616142698|4999569.48374055
28122,376121.8343,4999765.997,376121.834343704|4999765.99698584
28123,348028.8487,4999721.47,348028.848690604|4999721.46953034
28124,358804.3267,4999753.12,358804.326717505|4999753.11989063
28125,345251.7453,4999762.887,345251.745325289|4999762.88709776
28126,368686.0426,4999643.613,368686.042629941|4999643.61309649
