OBJECTID,X,Y,geometry
25823,372768.1469,5032751.186,372768.14687462|5032751.18649107
25824,389710.8224,5032815.666,389710.822423226|5032815.66590974
25825,388861.6879,5037271.499,388861.687872347|5037271.49929216
25826,341752.6163,5037327.588,341752.616298568|5037327.58755524
25827,388259.729,5037442.324,388259.728954677|5037442.3243091
25828,386731.5637,5032317.426,386731.563666667|5032317.4264
25829,336889.3988,5032312.715,336889.398808528|5032312.71491548
25830,376039.7303,5032141.845,376039.73028707|5032141.84451416
25831,377448.5559,5032321.761,377448.555861408|5032321.76080084
25832,335496.6612,5035907.477,335496.66124071|5035907.47673977
25833,333537.3903,5035915.842,333537.390260022|5035915.84176221
25834,326286.4052,5035924.328,326286.405236627|5035924.32822461
25835,326049.7701,5035947.919,326049.770133333|5035947.9185
25836,390293.326,5026611.57,390293.32598973|5026611.56976155
25837,339060.7234,5037490.644,339060.723395483|5037490.64407364
25838,339467.8575,5037524.082,339467.857499827|5037524.08199247
25839,388054.6571,5037478.038,388054.657072135|5037478.03847609
25840,396794.6997,5037526.711,396794.699663496|5037526.71100715
25841,396851.9255,5037533.043,396851.925481678|5037533.04312972
25842,387906.8742,5037491.91,387906.874244158|5037491.90980158
25843,388129.6068,5037530.282,388129.606827525|5037530.28237776
25844,338461.5386,5037561.218,338461.538621515|5037561.21753825
25845,390816.9244,5037626.775,390816.924436288|5037626.77544218
25846,387762.6004,5037617.21,387762.600439831|5037617.20986575
25847,387768.9762,5037673.215,387768.976161993|5037673.21467879
25848,393829.0228,5037705.367,393829.022786921|5037705.3673488
25849,393626.7059,5027072.702,393626.705925576|5027072.70221565
25850,388873.1453,5027005.539,388873.145348325|5027005.53916031
25851,340706.5696,5026933.782,340706.569645703|5026933.78186973
25852,395890.0376,5027075.545,395890.037550736|5027075.544513
25853,390303.5094,5027068.798,390303.509444492|5027068.79839863
25854,372088.686,4995788.119,372088.685985808|4995788.11917211
25855,347798.4023,4995853.849,347798.402258577|4995853.84888683
25856,371089.719,4995786.692,371089.719003579|4995786.692379
25857,355719.23,4995900.933,355719.229979404|4995900.93264824
25858,357717.1644,4985285.683,357717.164415061|4985285.68328788
25859,359530.643,4985200.072,359530.642953373|4985200.07204154
25860,399544.4963,5028372.707,399544.496318805|5028372.7073931
25861,340194.2624,5027127.15,340194.262421726|5027127.14961268
25862,338821.4261,5027122.183,338821.426072173|5027122.18337111
25863,322325.1331,5027136.636,322325.133066667|5027136.63603334
25864,394270.2281,5026699.81,394270.228068827|5026699.81022864
25865,386030.8943,5027142.112,386030.894333334|5027142.11236667
25866,340682.6179,5027143.822,340682.617933333|5027143.8223
25867,322395.93,5027143.986,322395.930033333|5027143.9861
25868,394381.967,5027133.787,394381.96695099|5027133.78731275
25869,390879.7601,5026855.218,390879.760111294|5026855.21829663
25870,340412.7902,5027148.264,340412.79024044|5027148.2639584
25871,396237.4385,5029172.41,396237.43848369|5029172.41002835
25872,335506.7217,5029196.902,335506.721679858|5029196.90180838
25873,395177.8406,5029218.364,395177.8406|5029218.36396667
25874,333777.0147,5036047.276,333777.014680428|5036047.27587711
25875,328934.7761,5036162.506,328934.776098895|5036162.50629142
25876,385861.9404,5026666.906,385861.940426391|5026666.9064166
25877,393071.5543,5026650.552,393071.554300249|5026650.55155585
25878,388769.5643,5026558.385,388769.564259022|5026558.38451633
25879,326198.2793,5032116.436,326198.279273715|5032116.43648139
25880,326413.6565,5032081.55,326413.656532831|5032081.55002472
25881,322018.0879,5032173.066,322018.087866666|5032173.06623333
25882,388187.8302,5032173.234,388187.830229104|5032173.23403067
25883,385335.5189,5032185.229,385335.518866667|5032185.22916667
25884,320139.0231,5032181.191,320139.023054132|5032181.19093268
25885,337068.3638,5032202.585,337068.363766667|5032202.58453333
25886,392626.6673,5032213.464,392626.667266667|5032213.46393333
25887,345538.4988,5029151.268,345538.498823266|5029151.26844444
25888,398308.3684,5029229.997,398308.368366667|5029229.99676667
25889,377731.9068,5029068.499,377731.906842456|5029068.49881883
25890,394009.6896,5029224.477,394009.689638894|5029224.47662543
25891,335252.7602,5029237.309,335252.760152794|5029237.30878317
25892,380447.5476,5029226.5,380447.547631137|5029226.50039285
25893,392921.7822,5029179.476,392921.782193325|5029179.47612794
25894,376366.557,5029211.417,376366.55701167|5029211.41729168
25895,393041.041,5029224.549,393041.040998847|5029224.54889436
25896,336238.4635,5029310.58,336238.463533334|5029310.5795
25897,336350.2908,5028738.449,336350.290758054|5028738.44925683
25898,344378.6204,5035860.286,344378.620414491|5035860.28583515
25899,341597.6093,5035972.156,341597.609266667|5035972.1556
25900,335284.3456,5035972.394,335284.34561846|5035972.3940683
25901,334549.7807,5035987.611,334549.780661943|5035987.61095648
25902,384284.3031,5032916.64,384284.30312488|5032916.63990374
25903,384954.3315,5032955.426,384954.331530556|5032955.42589433
25904,399796.5333,5032958.087,399796.533302819|5032958.08722893
25905,330908.6278,5032959.571,330908.627770229|5032959.57060471
25906,319511.5721,5032986.401,319511.572129136|5032986.40060081
25907,344055.58,5032961.963,344055.579991866|5032961.96314866
25908,326721.5423,5032977.49,326721.542311934|5032977.48956078
25909,395571.8747,5032975.697,395571.874729526|5032975.69662626
25910,381346.4871,5033000.234,381346.487148377|5033000.23408859
25911,325524.7444,5033067.779,325524.744403027|5033067.77859112
25912,325623.0648,5033046.358,325623.064820049|5033046.35806004
25913,324455.1246,5033077.505,324455.124575117|5033077.50450433
25914,400025.2731,5033051.942,400025.273145967|5033051.94189615
25915,344198.4992,5033088.938,344198.499216879|5033088.93781441
25916,393830.803,5033115.257,393830.803023557|5033115.25746982
25917,357220.9411,4985992.703,357220.941080492|4985992.70346579
25918,358650.055,4985925.378,358650.055027093|4985925.37832443
25919,360830.27,4986035.055,360830.270042925|4986035.05528361
25920,361113.6939,4986128.764,361113.693915039|4986128.76427355
25921,361722.9673,4986090.989,361722.96725735|4986090.98886128
25922,362247.4206,4986045.896,362247.420588495|4986045.89615106
25923,356604.4517,4990810.266,356604.451694087|4990810.26594279
25924,361382.239,4985224.816,361382.239012886|4985224.81623061
25925,358195.2636,4985187.286,358195.26359453|4985187.28612305
25926,358291.219,4985284.931,358291.219010941|4985284.93059356
25927,358218.0475,4985321.14,358218.04750284|4985321.14018158
25928,396032.5839,5037739.171,396032.583857671|5037739.17096098
25929,387433.8754,5037863.742,387433.875448697|5037863.74166357
25930,394309.6924,5037830.729,394309.692391258|5037830.72911462
25931,387347.916,5037896.38,387347.915974493|5037896.37978582
25932,387297.8059,5037920.717,387297.805908126|5037920.71736669
25933,341402.4893,5037958.908,341402.489312628|5037958.90795362
25934,387156.8578,5037988.279,387156.857799975|5037988.27909791
25935,339281.3078,5027097.71,339281.307801699|5027097.70971789
25936,342206.8558,5026673.175,342206.855756815|5026673.17539867
25937,384416.594,5026685.902,384416.594027889|5026685.90217195
25938,393631.9566,5026758.016,393631.956642566|5026758.01563215
25939,394306.135,5026748.481,394306.134970798|5026748.48148837
25940,392865.2784,5026753.266,392865.278444304|5026753.26607288
25941,383857.0486,5026653.771,383857.048622132|5026653.77082195
25942,384186.4585,5026679.443,384186.458462436|5026679.44297733
25943,393577.2626,5026670.232,393577.26258357|5026670.2323228
25944,351997.2164,5027210.658,351997.2164|5027210.65786667
25945,338883.6126,5027192.758,338883.612581614|5027192.75812431
25946,338467.2897,5027222.042,338467.289650084|5027222.04160794
25947,338543.5089,5027233.485,338543.508902808|5027233.48492175
25948,336762.1965,5027207.757,336762.196463637|5027207.75684272
25949,338940.7145,5027251.735,338940.714521845|5027251.73523944
25950,340500.1035,5027238.707,340500.103533761|5027238.70664721
25951,339707.9618,5027258.289,339707.961841558|5027258.28862302
25952,340732.3281,5027251.232,340732.328115476|5027251.23166959
25953,337407.2389,5027202.257,337407.238881933|5027202.25703207
25954,339127.9045,5027270.5,339127.904533333|5027270.50003333
25955,349733.7091,5027260.706,349733.709116604|5027260.70614632
25956,339788.4571,5027275.133,339788.4571|5027275.13283333
25957,339087.2879,5027236.865,339087.287893368|5027236.86489141
25958,349187.0005,5029297.006,349187.000547284|5029297.00603842
25959,389273.492,5029311.511,389273.49197133|5029311.51118964
25960,393207.4848,5029320.538,393207.484786121|5029320.53759628
25961,392379.9415,5032418.472,392379.941541866|5032418.47150239
25962,389092.2043,5032232.769,389092.204309115|5032232.76903953
25963,322728.9676,5032461.349,322728.967615256|5032461.34942256
25964,397779.5996,5032368.76,397779.599649869|5032368.75962209
25965,322180.4417,5032465.804,322180.441733333|5032465.80446667
25966,386480.6203,5032482.426,386480.620333333|5032482.42606667
25967,323853.1436,5028160.043,323853.143636836|5028160.04261641
25968,333911.0549,5028763.442,333911.0549|5028763.44176667
25969,395218.5171,5028759.919,395218.517106846|5028759.91890235
25970,329963.1475,5032230.269,329963.147515766|5032230.26852392
25971,395714.1424,5032285.806,395714.142444394|5032285.80611657
25972,386568.3451,5032350.042,386568.345097287|5032350.04247024
25973,386723.5594,5032349.26,386723.559435482|5032349.26030301
25974,378857.1631,5029386.515,378857.163119585|5029386.51523467
25975,378471.7595,5029254.62,378471.759510972|5029254.6202776
25976,400110.2205,5029439.666,400110.220506818|5029439.66619473
25977,395177.3779,5029445.595,395177.377871015|5029445.59492157
25978,380019.8675,5029461.138,380019.867533616|5029461.13842439
25979,337676.2266,5029359.773,337676.226637592|5029359.77254597
25980,380172.7842,5029482.229,380172.784233334|5029482.22946667
25981,395152.5165,5029478.846,395152.516499289|5029478.84556195
25982,335664.5149,5029467.503,335664.514930167|5029467.50327677
25983,395830.356,5029491.058,395830.355996785|5029491.05835951
25984,395082.4814,5029496.624,395082.4814|5029496.62406667
25985,391091.505,5029500.345,391091.505003068|5029500.34490174
25986,336378.5936,5028916.054,336378.593621661|5028916.05448699
25987,368642.5409,4990812.993,368642.540909354|4990812.99336587
25988,359909.1126,4990793.613,359909.112620684|4990793.61309993
25989,350974.3905,4990828.292,350974.390516644|4990828.29191267
25990,356623.7526,4990849.358,356623.752592769|4990849.35815529
25991,362948.7717,4990855.536,362948.77166018|4990855.53560607
25992,359142.7947,4990877.723,359142.794666667|4990877.7228
25993,323914.7224,5033026.422,323914.722401348|5033026.42243824
25994,384178.3505,5033255.986,384178.35045141|5033255.98568412
25995,330656.9887,5032965.622,330656.988722897|5032965.62218891
25996,346218.6145,5033315.996,346218.614533333|5033315.9964
25997,384277.4185,5033245.597,384277.418495331|5033245.59681206
25998,321627.4495,5033260.905,321627.449493846|5033260.90452346
25999,324455.0554,5033388.113,324455.055350147|5033388.11271524
26000,331602.6118,5033358.274,331602.611813336|5033358.27407315
26001,322770.1559,5032611.395,322770.15588219|5032611.39454167
26002,400482.7436,5032368.656,400482.74359809|5032368.65553874
26003,376314.5417,5032632.627,376314.541727737|5032632.62723403
26004,395530.9683,5032560.303,395530.968269313|5032560.30324815
26005,389830.4583,5032653.823,389830.458266667|5032653.8228
26006,384727.9402,5032669.962,384727.9402|5032669.96206667
26007,390840.6956,5032621.438,390840.695639664|5032621.43834009
26008,390506.5561,5026800.004,390506.556073073|5026800.00401425
26009,390581.8241,5026786.556,390581.824051436|5026786.55595431
26010,339915.3794,5026786.221,339915.379414395|5026786.22082783
26011,380468.3337,5028147.419,380468.333735831|5028147.41931904
26012,382181.851,5028612.799,382181.851033333|5028612.79873333
26013,395410.6196,5039407.017,395410.619634422|5039407.01700521
26014,385277.8327,5039546.032,385277.83265118|5039546.03219955
26015,379097.3177,5039233.823,379097.317737279|5039233.82273421
26016,392394.8252,5039216.258,392394.825193206|5039216.25811019
26017,386481.7533,5039624.098,386481.753305857|5039624.09830883
26018,386076.1009,5039580.939,386076.100943839|5039580.93913248
26019,401051.2764,5026534.791,401051.276433333|5026534.79136667
26020,401496.5884,5026475.06,401496.588371317|5026475.06031521
26021,388392.7855,5026504.235,388392.785485757|5026504.23541706
26022,388606.8179,5026528.704,388606.8178678|5026528.70443242
26023,384921.3467,5026523.851,384921.346735205|5026523.85126616
26024,401425.9547,5026535.295,401425.954706682|5026535.29451358
26025,401231.0549,5026518.309,401231.054925387|5026518.30929647
26026,390411.419,5026509.437,390411.418955583|5026509.43668105
26027,326352.3032,5032443.55,326352.303185539|5032443.54981532
26028,392517.8153,5032431.268,392517.815253131|5032431.26760663
26029,386520.5464,5032492.881,386520.546442394|5032492.88130207
26030,376145.6072,5032392.476,376145.607196527|5032392.475583
26031,386465.9316,5032510.441,386465.93160503|5032510.44055041
26032,353119.9875,4995644.052,353119.987485919|4995644.05214412
26033,369165.0503,4995604.772,369165.050297181|4995604.77213157
26034,376625.0341,4995578.892,376625.034124851|4995578.89211565
26035,352851.152,4995678.748,352851.151981202|4995678.74801691
26036,353081.6776,4995679.195,353081.677572844|4995679.19504833
26037,359254.9934,4995680.894,359254.993366667|4995680.89436667
26038,385152.3245,5027300.851,385152.324533496|5027300.85116421
26039,339646.1657,5027307.56,339646.165677501|5027307.56013062
26040,340384.824,5027296.913,340384.824023056|5027296.91290746
26041,396406.4107,5027290.831,396406.410677062|5027290.83057785
26042,339682.6461,5027313.155,339682.646066667|5027313.15503333
26043,383214.5179,5027328.669,383214.517866667|5027328.66883333
26044,339315.7305,5027287.63,339315.730505684|5027287.62970731
26045,382120.2077,5027329.808,382120.207733334|5027329.80763333
26046,342496.9494,5027332.304,342496.949440384|5027332.30442974
26047,323933.3904,5035522.536,323933.390388508|5035522.53602341
26048,325477.3997,5035538.104,325477.399655327|5035538.10405303
26049,382777.1136,5035501.372,382777.113609794|5035501.37222677
26050,334576.9278,5035470.959,334576.927820915|5035470.95871962
26051,339245.4069,5035593.952,339245.406887569|5035593.951898
26052,383493.5483,5035556.328,383493.548256877|5035556.32847478
26053,336887.3248,5028920.941,336887.324833334|5028920.94063333
26054,336043.5724,5028904.766,336043.572408129|5028904.7660693
26055,335965.5823,5028907.323,335965.582301811|5028907.32330134
26056,397703.3979,5028925.099,397703.397930081|5028925.09879324
26057,382098.7481,5028948.876,382098.748137658|5028948.87578856
26058,395086.5588,5028967.611,395086.558775605|5028967.61058255
26059,386100.3833,5032268.174,386100.383314758|5032268.17373657
26060,344976.9469,5032257.824,344976.946877951|5032257.82414357
26061,323442.6935,5032516.563,323442.693469561|5032516.56286718
26062,321330.4401,5032534.035,321330.440100678|5032534.03538997
26063,392776.2023,5032553.083,392776.202270806|5032553.08347189
26064,384989.0611,5032571.158,384989.061113522|5032571.15817014
26065,376117.5436,5032544.1,376117.54364055|5032544.09969348
26066,384170.2364,5032532.186,384170.236433681|5032532.18627508
26067,341863.279,5032541.188,341863.278969491|5032541.18829287
26068,397934.3193,5029571.509,397934.31926529|5029571.5091096
26069,346983.1812,5029562.862,346983.181188754|5029562.86229688
26070,396779.4224,5029535.347,396779.422354229|5029535.34659716
26071,391860.2015,5029580.62,391860.201450676|5029580.62046223
26072,391560.7841,5029516.354,391560.784102904|5029516.35389003
26073,392370.6053,5029600.812,392370.605291763|5029600.81196939
26074,393754.5082,5029580.613,393754.508183282|5029580.61279207
26075,375256.6797,5022875.672,375256.679665201|5022875.67247195
26076,384875.322,5032672.914,384875.322033404|5032672.9141104
26077,323705.8433,5032706.632,323705.843333333|5032706.63193333
26078,389790.2338,5032707.134,389790.2338|5032707.13406667
26079,391898.0458,5036784.299,391898.045844636|5036784.29887806
26080,343035.7482,5036820.08,343035.748207091|5036820.08011055
26081,393605.964,5036816.692,393605.964033333|5036816.69173333
26082,390303.2,5036859.557,390303.199989829|5036859.55738281
26083,391462.5361,5036785.459,391462.536127232|5036785.45921055
26084,393916.8896,5036898.863,393916.889645263|5036898.86309406
26085,376043.757,5036985.949,376043.756952872|5036985.9492787
26086,391946.8817,5036992.977,391946.881706753|5036992.97713397
26087,389541.7212,5037015.723,389541.7212047|5037015.72321998
26088,395115.9412,5036960.286,395115.941246679|5036960.2862192
26089,389374.5896,5037082.515,389374.589586121|5037082.5148454
26090,391286.3992,5037077.481,391286.3992|5037077.48056667
26091,322354.6189,5033543.374,322354.618939916|5033543.37396614
26092,327569.1931,5033559.117,327569.1931|5033559.11726667
26093,341020.5638,5033587.225,341020.563766666|5033587.225
26094,379688.9012,5033599.336,379688.901230362|5033599.33581941
26095,388209.9944,5037434.191,388209.994427133|5037434.19082437
26096,388450.9356,5037365.286,388450.935569278|5037365.28570323
26097,396731.5614,5037457.463,396731.561372249|5037457.46264593
26098,388278.6556,5037470.145,388278.655637448|5037470.14462418
26099,340552.9184,5037423.343,340552.918401838|5037423.34270242
26100,377617.625,5037479.066,377617.624951378|5037479.06593538
26101,327719.725,5033677.477,327719.724957249|5033677.47696742
26102,390973.1369,5026551.68,390973.136881272|5026551.67958468
26103,396226.8051,5026528.014,396226.805109662|5026528.01447338
26104,391060.6935,5026561.452,391060.693541137|5026561.45174839
26105,390344.94,5026562.383,390344.94|5026562.38323333
26106,393432.5953,5028317.726,393432.595285091|5028317.72584719
26107,340414.7478,5028240.259,340414.747752386|5028240.25920488
26108,335981.2027,5028343.739,335981.202666189|5028343.73878972
26109,336077.2706,5028333.692,336077.270646797|5028333.69202605
26110,394758.8151,5028243.535,394758.815106476|5028243.53507573
26111,393648.8948,5028329.218,393648.894830038|5028329.21839873
26112,333763.314,5028315.216,333763.31400021|5028315.21551163
26113,337950.4336,5028341.271,337950.433612538|5028341.2705024
26114,325134.5145,5028339.088,325134.514473153|5028339.08773154
26115,337746.885,5028322.814,337746.885041777|5028322.8141258
26116,394833.6921,5028320.66,394833.692121987|5028320.66013747
26117,393609.5181,5026970.313,393609.518083894|5026970.3128901
26118,397994.5228,5026928.821,397994.522754461|5026928.82075896
26119,338538.4254,5027042.048,338538.425425809|5027042.04770781
26120,386684.41,5026895.426,386684.409989245|5026895.42583204
26121,338971.2413,5027061.875,338971.241314824|5027061.8745719
26122,390715.2511,5027095.556,390715.251132964|5027095.55607584
26123,390741.7657,5027116.595,390741.765666667|5027116.5948
26124,340152.1213,5027122.236,340152.121266667|5027122.23613333
26125,341875.6162,5027124.779,341875.616173546|5027124.77894096
26126,385290.1577,5039131.716,385290.157710589|5039131.71570883
26127,382896.2662,5035583.422,382896.266157942|5035583.42245682
26128,325886.2661,5035599.882,325886.266111124|5035599.88171682
26129,327024.612,5035626.881,327024.612033333|5035626.88126667
26130,325945.2343,5035605.599,325945.234323719|5035605.59926577
26131,334382.6752,5035629.604,334382.675240672|5035629.60354213
26132,382916.2934,5035661.937,382916.2934|5035661.9374
26133,393937.8993,5026330.162,393937.899293087|5026330.16186565
26134,390683.5445,5026439.22,390683.544460087|5026439.2195425
26135,390557.3944,5026429.098,390557.394414466|5026429.09789829
26136,397340.6844,5026422.481,397340.684379163|5026422.48096896
26137,390798.6087,5026466.079,390798.608687204|5026466.07888794
26138,383668.1471,5026400.427,383668.147087011|5026400.42692059
26139,393478.2264,5026448.609,393478.22644934|5026448.60922985
26140,337798.4641,5026450.703,337798.464082777|5026450.70321606
26141,392640.5883,5026474.41,392640.588272042|5026474.40984538
26142,390843.7226,5026486.416,390843.722603862|5026486.41593066
26143,396532.5112,5037092.379,396532.511224094|5037092.37857049
26144,396635.4298,5037125.106,396635.429813499|5037125.10576559
26145,377220.1738,5037147.319,377220.173773032|5037147.31928074
26146,396682.6237,5037140.1,396682.623701425|5037140.1001337
26147,375373.4073,5022864.332,375373.407273406|5022864.33190289
26148,378408.5452,5022834.264,378408.545173396|5022834.26368442
26149,377573.5209,5020592.763,377573.520908231|5020592.7631651
26150,334493.1586,5020512.224,334493.158621712|5020512.22409029
26151,389046.0717,5020634.991,389046.071666667|5020634.99103333
26152,338173.1599,5020642.709,338173.1599|5020642.70893333
26153,377524.1949,5020654.437,377524.194928766|5020654.43722247
26154,373412.1708,5020673.006,373412.170775821|5020673.00587819
26155,334727.6523,5020672.151,334727.65231188|5020672.15050572
26156,384877.3501,5020667.398,384877.350124254|5020667.39784717
26157,376591.1923,5023139.316,376591.192265035|5023139.31642229
26158,342778.2154,5023246.721,342778.215418995|5023246.72054724
26159,383693.6195,5023297.427,383693.619495205|5023297.42691765
26160,339971.7212,5023311.309,339971.721214549|5023311.30922846
26161,342692.9671,5023352.697,342692.967108414|5023352.69663659
26162,379940.0404,5023354.324,379940.040367626|5023354.32378837
26163,383677.3598,5023379.787,383677.359834699|5023379.78710506
26164,375135.9755,5023385.078,375135.9755|5023385.07846667
26165,345080.0728,5029274.28,345080.072767426|5029274.27965407
26166,336296.2015,5029324.595,336296.201533333|5029324.5954
26167,389464.6886,5032818.619,389464.688584965|5032818.6188101
26168,376272.6792,5032860.206,376272.67920164|5032860.20610897
26169,400466.6263,5032879.61,400466.626301763|5032879.60984856
26170,395497.213,5032887.404,395497.21304634|5032887.40388827
26171,396940.9799,5033735.107,396940.979902954|5033735.10732544
26172,387018.5773,5033742.882,387018.57729222|5033742.88221769
26173,398058.104,5033754.998,398058.103976228|5033754.99783288
26174,333842.737,5033759.258,333842.73703062|5033759.25804636
26175,333452.9778,5033747.598,333452.977784476|5033747.59830716
26176,334995.084,5033754.036,334995.084026248|5033754.03608319
26177,397289.7129,5033776.575,397289.712933333|5033776.57533333
26178,390247.6298,5033784.378,390247.6298|5033784.3779
26179,396817.1585,5033775.615,396817.158470178|5033775.6147985
26180,333580.1459,5033847.215,333580.1459|5033847.21476667
26181,336996.2717,5033904.534,336996.271661278|5033904.53350197
26182,333166.8207,5033912.755,333166.820746165|5033912.75512854
26183,322383.9622,5033916.817,322383.962226583|5033916.81694881
26184,344218.4076,5033949.564,344218.407633333|5033949.5635
26185,344137.0666,5033952.955,344137.066556399|5033952.95478641
26186,336734.9097,5038927.02,336734.909706472|5038927.01972883
26187,395457.8133,5038956.277,395457.813333334|5038956.27746667
26188,390268.4368,5038943.806,390268.43680249|5038943.80640724
26189,390338.9728,5038976.462,390338.972766667|5038976.46243333
26190,395522.2024,5038992.961,395522.202415725|5038992.96131356
26191,387626.8903,5037755.875,387626.890318669|5037755.87509381
26192,386646.8242,5037744.004,386646.824170528|5037744.00398415
26193,395423.7999,5037774.431,395423.799910494|5037774.43118106
26194,393175.4102,5037693.95,393175.410224625|5037693.94980702
26195,397588.636,5037709.205,397588.636008654|5037709.20548966
26196,391944.5467,5039029.691,391944.546713454|5039029.69127488
26197,397037.0955,5039050.96,397037.095500743|5039050.95980573
26198,396894.5922,5039110.963,396894.592215233|5039110.96307856
26199,392206.5295,5039211.972,392206.529533333|5039211.9715
26200,380177.0546,5039030.662,380177.054557856|5039030.66223873
26201,383181.7376,5039025.353,383181.737614855|5039025.3526059
26202,392258.8534,5039250.915,392258.853378667|5039250.91484377
26203,398422.583,5027427.881,398422.583034334|5027427.88068665
26204,340991.9766,5027410.372,340991.976593715|5027410.37159585
26205,368150.8008,5027470.114,368150.80083409|5027470.11375863
26206,339579.9738,5027446.045,339579.973786078|5027446.04509206
26207,393485.6914,5027467.448,393485.691448657|5027467.44827955
26208,397229.024,5027481.986,397229.02395195|5027481.98593251
26209,340211.9354,5027485.859,340211.93543025|5027485.85877365
26210,381876.6956,5027477.596,381876.695592422|5027477.59604705
26211,393581.4409,5027493.551,393581.440932048|5027493.55050061
26212,340490.8469,5027157.122,340490.846877398|5027157.12200176
26213,346075.8701,5027135.3,346075.870130562|5027135.30037402
26214,368116.8951,5027140.695,368116.895052879|5027140.69508435
26215,338259.262,5027177.955,338259.261956215|5027177.95513403
26216,339442.6404,5027156.856,339442.640377865|5027156.85553154
26217,338217.8329,5027196.44,338217.832925897|5027196.43986042
26218,339201.3937,5027191.618,339201.393730586|5027191.61814987
26219,349629.4083,5027206.669,349629.408266667|5027206.66896667
26220,338314.9745,5028681.743,338314.974459618|5028681.74333223
26221,338667.3121,5027524.302,338667.312059769|5027524.30241666
26222,388854.2799,5027527.777,388854.279939206|5027527.77713703
26223,338525.5893,5027567.11,338525.589266667|5027567.11013333
26224,348641.3691,5027553.314,348641.369076627|5027553.31370917
26225,397110.5855,5027530.535,397110.585452941|5027530.53500143
26226,345495.3076,5027566.109,345495.307551227|5027566.10907641
26227,340661.0309,5027564.138,340661.030853244|5027564.13826867
26228,351336.6269,5027556.367,351336.62691849|5027556.36652048
26229,339528.972,5027601.893,339528.971999111|5027601.89262519
26230,341162.489,5027581.571,341162.488978175|5027581.57146885
26231,339479.4915,5027539.416,339479.49153582|5027539.41616905
26232,337700.8795,5027616.753,337700.879494891|5027616.75272508
26233,393657.8872,5029820.223,393657.887247643|5029820.22266146
26234,395903.0356,5029816.656,395903.035590723|5029816.65609811
26235,346088.39,5029804.871,346088.389953556|5029804.8706478
26236,387845.7699,5029847.791,387845.769866667|5029847.79136667
26237,376079.3629,5029311.473,376079.362908108|5029311.47310687
26238,400336.0798,5032672.511,400336.079807629|5032672.51050016
26239,400524.9552,5032875.103,400524.955180545|5032875.10272884
26240,334717.8752,5032878.337,334717.875185386|5032878.3368418
26241,389754.3013,5032903.874,389754.301321599|5032903.87413243
26242,395492.2287,5029886.194,395492.228661941|5029886.19427457
26243,345172.1398,5029919.78,345172.139758932|5029919.78017564
26244,336711.5433,5029844.864,336711.543263105|5029844.8637262
26245,389745.2305,5029953.238,389745.230466667|5029953.2378
26246,344089.5082,5029916.771,344089.508200647|5029916.7708046
26247,393131.1053,5029702.999,393131.105288115|5029702.99851817
26248,399661.993,5029947.474,399661.993036988|5029947.47412458
26249,389874.7667,5029954.757,389874.766656581|5029954.7571625
26250,334671.2644,5033742.657,334671.264377922|5033742.65689104
26251,322358.2468,5033969.717,322358.246778201|5033969.71713635
26252,373546.005,5033944.994,373546.005003432|5033944.99430819
26253,399910.3212,5029494.916,399910.321200587|5029494.91627181
26254,337233.7117,5032989.898,337233.711684356|5032989.89842172
26255,384001.6784,5033112.315,384001.678369999|5033112.31517361
26256,321357.9161,5033163.524,321357.916119725|5033163.52429411
26257,372632.2786,5033110.201,372632.278630393|5033110.20120088
26258,331415.7862,5033139.903,331415.786203263|5033139.90346366
26259,395246.2541,5037811.042,395246.254094308|5037811.04192273
26260,387545.6277,5037814.407,387545.627693359|5037814.40724307
26261,390486.0716,5033952.145,390486.071593296|5033952.14502611
26262,344065.5199,5034051.326,344065.519856897|5034051.32555695
26263,342775.8131,5033898.009,342775.81312542|5033898.00862682
26264,324268.4052,5034097.186,324268.405238128|5034097.18624549
26265,344336.3163,5034150.939,344336.3163|5034150.93856667
26266,391231.0152,5033883.82,391231.015220567|5033883.81978202
26267,333928.8519,5034146.476,333928.851902504|5034146.47558945
26268,333982.6283,5034168.66,333982.6283|5034168.66016667
26269,333559.8876,5034172.273,333559.88763231|5034172.27306603
26270,383141.7773,5039657.963,383141.777319207|5039657.96317127
26271,385190.3077,5039741.493,385190.307738445|5039741.49332729
26272,343587.5438,5033289.484,343587.54375772|5033289.48406211
26273,395249.681,5039192.163,395249.681027918|5039192.16320149
26274,396943.416,5039367.245,396943.416033333|5039367.24466667
26275,354784.1795,4996500.962,354784.179460009|4996500.96216669
26276,356966.2099,4996502.317,356966.209879874|4996502.31727433
26277,355107.2828,4996504.839,355107.282773296|4996504.8390993
26278,370560.5111,4996516.504,370560.511066957|4996516.50375411
26279,354651.0872,4996368.937,354651.087185509|4996368.93689086
26280,347402.1481,4996546.305,347402.1480742|4996546.3045729
26281,347294.6564,4996569.039,347294.656388249|4996569.0388174
26282,371419.8049,4996106.933,371419.804935628|4996106.93321874
26283,353518.7074,4996553.672,353518.707408757|4996553.67167632
26284,355514.6731,4996601.277,355514.673108382|4996601.27738102
26285,377661.5825,4996522.877,377661.582494271|4996522.87741361
26286,357211.8151,4996555.267,357211.815055252|4996555.26684612
26287,347251.1629,4996613.52,347251.162890574|4996613.52028132
26288,353675.5705,4997298.851,353675.570491251|4997298.85065101
26289,371926.3166,4997342.039,371926.316573513|4997342.03859457
26290,345831.8481,4997332.022,345831.848119088|4997332.02247333
26291,353485.6373,4997273.355,353485.637306737|4997273.35513012
