OBJECTID,X,Y,geometry
60970,367039.86443589,5023720.68726127,367039.86443589|5023720.68726127
68632,366547.865732215,5002195.03237745,366547.865732215|5002195.03237745
SWF-1628,370597.023784347,5029153.85579872,370597.023784347|5029153.85579872
SWF-1128,367126.551119508,5023720.55644065,367126.551119508|5023720.55644065
22150,365897.775173441,5002212.62038979,365897.775173441|5002212.62038979
25695,372900.193371945,5032359.26697319,372900.193371945|5032359.26697319
SWF-1624,370320.149171196,5025282.18741482,370320.149171196|5025282.18741482
SWF-1617,370856.711896682,5026264.70396149,370856.711896682|5026264.70396149
SWF-1334,349778.674195529,5014503.55390286,349778.674195529|5014503.55390286
SWF-1449,361240.564939939,5013988.60387841,361240.564939939|5013988.60387841
SWF-1938,386738.977251049,5035815.26511512,386738.977251049|5035815.26511512
SWF-1804,376868.346782219,5014908.5637221,376868.346782219|5014908.5637221
SWF-1223,341293.717992515,5023021.52990744,341293.717992515|5023021.52990744
SWF-1224,341357.212695531,5022882.98350086,341357.212695531|5022882.98350086
SWF-1225,341016.832879364,5023612.2637355,341016.832879364|5023612.2637355
SWF-1229,348589.389239041,5023165.72781429,348589.389239041|5023165.72781429
SWF-1230,348796.641948884,5023000.47000645,348796.641948884|5023000.47000645
SWF-1231,348831.315650532,5022972.92870514,348831.315650532|5022972.92870514
SWF-1232,348995.152958313,5022854.05039949,348995.152958313|5022854.05039949
SWF-1233,349124.171564441,5022783.83009616,349124.171564441|5022783.83009616
SWF-1805,377152.317195707,5014438.34659977,377152.317195707|5014438.34659977
SWF-1135,366841.29710596,5022286.28807252,366841.29710596|5022286.28807252
SWF-1144,363750.037559133,5021016.3800122,363750.037559133|5021016.3800122
SWF-1211,350438.541026871,5021577.40163885,350438.541026871|5021577.40163885
SWF-1213,350782.586343212,5025350.65111807,350782.586343212|5025350.65111807
SWF-1216,349705.553992055,5023902.60364929,349705.553992055|5023902.60364929
SWF-1123,363558.090950016,5021255.75762358,363558.090950016|5021255.75762358
SWF-1261,350105.158311036,5018222.13297949,350105.158311036|5018222.13297949
SWF-1307,352192.659110187,5016788.27021138,352192.659110187|5016788.27021138
SWF-1308,351638.917783885,5017624.30565109,351638.917783885|5017624.30565109
SWF-1309,351491.085076864,5017356.49433837,351491.085076864|5017356.49433837
SWF-1315,351073.608757035,5016095.40877847,351073.608757035|5016095.40877847
SWF-1321,350832.02654556,5014254.41389103,350832.02654556|5014254.41389103
SWF-1322,350428.733326405,5014679.35021121,350428.733326405|5014679.35021121
SWF-1323,350263.198718542,5014236.9663902,350263.198718542|5014236.9663902
SWF-1324,351131.644659791,5014062.1195819,351131.644659791|5014062.1195819
SWF-1326,349068.608461803,5015608.74965536,349068.608461803|5015608.74965536
SWF-1336,350011.711406597,5012639.31881432,350011.711406597|5012639.31881432
SWF-1337,350188.903915013,5012449.4408053,350188.903915013|5012449.4408053
SWF-1351,353157.004455991,5015010.78142695,353157.004455991|5015010.78142695
SWF-1366,350771.031442663,5017571.25984857,350771.031442663|5017571.25984857
58894,375805.287976616,5011385.19500414,375805.287976616|5011385.19500414
58948,375264.688049548,5011601.73193411,375264.688049548|5011601.73193411
59515,375289.485560462,5014143.46538824,375289.485560462|5014143.46538824
59528,377069.813605206,5014463.64999378,377069.813605206|5014463.64999378
59530,375776.730421678,5014561.09141465,375776.730421678|5014561.09141465
59531,377142.373269076,5014548.3550128,377142.373269076|5014548.3550128
59666,350276.79903669,5014508.90546721,350276.79903669|5014508.90546721
59667,376273.957805984,5014580.12284732,376273.957805984|5014580.12284732
59668,348481.71541698,5014598.73019384,348481.71541698|5014598.73019384
59669,350384.294605157,5014604.04259312,350384.294605157|5014604.04259312
59670,348308.832240404,5014620.28639973,348308.832240404|5014620.28639973
59687,376873.712901572,5014912.80127321,376873.712901572|5014912.80127321
59688,351717.440758435,5015019.60354842,351717.440758435|5015019.60354842
59689,360248.342986165,5015093.59390486,360248.342986165|5015093.59390486
59692,348960.618147458,5022631.95053242,348960.618147458|5022631.95053242
59695,349046.645804011,5022708.78851058,349046.645804011|5022708.78851058
59699,348102.712524656,5023757.27911981,348102.712524656|5023757.27911981
59700,349878.66469702,5023813.61578289,349878.66469702|5023813.61578289
59701,371780.287215885,5023824.65971419,371780.287215885|5023824.65971419
59723,350453.11588099,5014652.29067958,350453.11588099|5014652.29067958
59724,350028.794536783,5014670.13347732,350028.794536783|5014670.13347732
59725,350149.335906672,5014673.64633755,350149.335906672|5014673.64633755
59726,376082.291341709,5014636.01763693,376082.291341709|5014636.01763693
59761,348946.956219277,5024314.94200103,348946.956219277|5024314.94200103
59767,348379.858385003,5024609.37873951,348379.858385003|5024609.37873951
59795,375018.926122183,5013376.38163167,375018.926122183|5013376.38163167
59796,375145.711980763,5013414.13407532,375145.711980763|5013414.13407532
59798,361340.58819342,5013402.52148318,361340.58819342|5013402.52148318
59803,376526.910645581,5013544.87765629,376526.910645581|5013544.87765629
59804,375281.886693918,5013555.56288973,375281.886693918|5013555.56288973
59805,374363.526814841,5013659.23539796,374363.526814841|5013659.23539796
59818,347694.888722351,5013295.22808946,347694.888722351|5013295.22808946
59819,347734.339811219,5013312.94849702,347734.339811219|5013312.94849702
59822,349245.463825119,5024188.71731254,349245.463825119|5024188.71731254
59827,349994.151886272,5025128.052489,349994.151886272|5025128.052489
59829,370341.333996432,5025191.13591491,370341.333996432|5025191.13591491
59857,374551.66917004,5013008.71522085,374551.66917004|5013008.71522085
59861,374738.275788109,5013127.97216416,374738.275788109|5013127.97216416
60001,377231.669226133,5011052.71699122,377231.669226133|5011052.71699122
60020,347311.632068366,5018506.56579108,347311.632068366|5018506.56579108
60147,374565.697207942,5013149.84398234,374565.697207942|5013149.84398234
60280,377269.863948808,5010755.05866518,377269.863948808|5010755.05866518
60281,377028.056316895,5010931.38052283,377028.056316895|5010931.38052283
60306,349949.737355463,5018518.01707057,349949.737355463|5018518.01707057
60352,355366.404834678,4989269.7954496,355366.404834678|4989269.7954496
60356,376685.473977718,5010094.50640169,376685.473977718|5010094.50640169
60418,376853.767323755,5011684.34245815,376853.767323755|5011684.34245815
60497,376655.310070114,5013708.6603987,376655.310070114|5013708.6603987
60502,377009.981417188,5014065.32051994,377009.981417188|5014065.32051994
60551,360392.706896242,5012367.11691154,360392.706896242|5012367.11691154
60578,376849.440206951,5014687.93035159,376849.440206951|5014687.93035159
60580,377387.695303707,5014244.70640822,377387.695303707|5014244.70640822
60581,377158.825231339,5014321.66470393,377158.825231339|5014321.66470393
60583,350917.239325755,5014351.35017191,350917.239325755|5014351.35017191
60643,373190.069559745,5022996.09625142,373190.069559745|5022996.09625142
60651,351297.703166752,5023240.52961449,351297.703166752|5023240.52961449
60734,336497.996947222,5029215.1199269,336497.996947222|5029215.1199269
60741,375660.518807458,5013797.36773543,375660.518807458|5013797.36773543
60744,375301.906862132,5013795.73959103,375301.906862132|5013795.73959103
60753,376160.15701732,5015797.23741301,376160.15701732|5015797.23741301
60754,347065.567945372,5015730.49618765,347065.567945372|5015730.49618765
60755,377230.44590191,5015871.06889272,377230.44590191|5015871.06889272
60757,359424.792481556,5016216.98572635,359424.792481556|5016216.98572635
60761,352845.217061562,5016357.28372656,352845.217061562|5016357.28372656
60795,351202.214319697,5016399.59308238,351202.214319697|5016399.59308238
60848,370768.209286129,5024295.96608313,370768.209286129|5024295.96608313
60849,342568.642912357,5024386.41275322,342568.642912357|5024386.41275322
60852,376344.3524252,5015270.04819155,376344.3524252|5015270.04819155
60875,360340.699988155,5016910.24398321,360340.699988155|5016910.24398321
60876,350591.327702439,5016897.403288,350591.327702439|5016897.403288
60877,351641.543461929,5016930.58964559,351641.543461929|5016930.58964559
60878,360379.778558628,5017003.6298004,360379.778558628|5017003.6298004
60881,348006.179399787,5017084.8091039,348006.179399787|5017084.8091039
60883,370623.908476871,5024541.36313081,370623.908476871|5024541.36313081
60885,350524.74800468,5024652.67161841,350524.74800468|5024652.67161841
60887,349996.205861034,5018840.06629323,349996.205861034|5018840.06629323
60895,350784.289559307,5015188.88983232,350784.289559307|5015188.88983232
60899,346833.31986176,5015555.89457286,346833.31986176|5015555.89457286
60908,375974.023051727,5015959.08583156,375974.023051727|5015959.08583156
60911,376620.255455808,5016133.98070803,376620.255455808|5016133.98070803
60930,350191.690101271,5024976.32949202,350191.690101271|5024976.32949202
60969,376686.653030217,5016214.33322337,376686.653030217|5016214.33322337
61000,334253.592849684,5030597.96034032,334253.592849684|5030597.96034032
61002,334344.585791402,5030682.67235841,334344.585791402|5030682.67235841
61144,347431.564346766,5015316.1204209,347431.564346766|5015316.1204209
61159,349401.150841969,5017515.60588217,349401.150841969|5017515.60588217
61165,351976.715744685,5019602.51735109,351976.715744685|5019602.51735109
61167,350849.960816766,5019777.73605049,350849.960816766|5019777.73605049
61224,350958.447075328,5020290.64532311,350958.447075328|5020290.64532311
61232,350575.534967651,5025242.68645005,350575.534967651|5025242.68645005
61238,351084.712655715,5025505.02891019,351084.712655715|5025505.02891019
61283,365246.996416316,5021420.51201395,365246.996416316|5021420.51201395
61285,350262.195764898,5021525.04647653,350262.195764898|5021525.04647653
61293,339038.146765231,5027401.70099538,339038.146765231|5027401.70099538
61333,371802.323206179,5021770.13016554,371802.323206179|5021770.13016554
61458,337045.952128679,5029224.54279053,337045.952128679|5029224.54279053
61487,351460.423323046,5022980.13108913,351460.423323046|5022980.13108913
61490,352004.430947201,5023174.3413557,352004.430947201|5023174.3413557
61491,351809.860152208,5023193.98147813,351809.860152208|5023193.98147813
61493,351727.195488078,5023296.27957724,351727.195488078|5023296.27957724
61535,348488.143564011,5023697.28742936,348488.143564011|5023697.28742936
61541,350395.446859977,5024549.03340082,350395.446859977|5024549.03340082
61569,377135.616503606,5015677.79331441,377135.616503606|5015677.79331441
61570,376280.579664697,5015642.01369195,376280.579664697|5015642.01369195
62019,350024.980757092,5018912.66682363,350024.980757092|5018912.66682363
62071,351521.96187064,5019357.23772664,351521.96187064|5019357.23772664
62073,350986.585560255,5019425.2635849,350986.585560255|5019425.2635849
62346,350181.823297635,5022328.4325701,350181.823297635|5022328.4325701
62377,387328.291612946,5036611.14677632,387328.291612946|5036611.14677632
62564,350544.903275792,5023454.42705822,350544.903275792|5023454.42705822
63102,350446.586337259,5023538.14271118,350446.586337259|5023538.14271118
70100,377282.42138836,5011661.4663684,377282.42138836|5011661.4663684
71657,361917.693491579,5013945.62013878,361917.693491579|5013945.62013878
72515,377311.108370269,5011351.44652704,377311.108370269|5011351.44652704
72584,347495.024770681,5015382.27832314,347495.024770681|5015382.27832314
72805,359479.202006057,5020989.82711515,359479.202006057|5020989.82711515
72814,349741.632754255,5014468.31949313,349741.632754255|5014468.31949313
19658,354780.122190343,4991677.55230869,354780.122190343|4991677.55230869
19661,354702.8724,4991696.83756667,354702.8724|4991696.83756667
19663,354886.938477601,4991703.88149213,354886.938477601|4991703.88149213
19666,354952.169102276,4991736.57473574,354952.169102276|4991736.57473574
19670,356172.725647103,4991774.62763039,356172.725647103|4991774.62763039
19776,355260.92289886,4991930.74355265,355260.92289886|4991930.74355265
19809,356528.225663379,4990623.07454296,356528.225663379|4990623.07454296
19895,356132.598770198,4990962.2466289,356132.598770198|4990962.2466289
19897,354205.378303191,4991028.06752466,354205.378303191|4991028.06752466
20607,356518.838728457,4990292.78909655,356518.838728457|4990292.78909655
20614,356477.395019119,4990380.37160478,356477.395019119|4990380.37160478
20615,354026.636966667,4990402.11666667,354026.636966667|4990402.11666667
20616,353686.847736465,4990423.63884843,353686.847736465|4990423.63884843
20617,356454.974933333,4990434.11496667,356454.974933333|4990434.11496667
20688,356199.583894752,4989035.01109659,356199.583894752|4989035.01109659
20692,357127.886544379,4990710.80366028,357127.886544379|4990710.80366028
20694,356414.754543076,4990733.99071941,356414.754543076|4990733.99071941
20695,356360.229133333,4990752.19166667,356360.229133333|4990752.19166667
20702,356623.660966667,4990832.0748,356623.660966667|4990832.0748
20704,354122.942201923,4990905.61162527,354122.942201923|4990905.61162527
20762,355994.792477308,4991186.30126099,355994.792477308|4991186.30126099
20764,355934.88273759,4991273.01831271,355934.88273759|4991273.01831271
20765,353850.039496531,4991293.3149568,353850.039496531|4991293.3149568
20767,355800.765411891,4991296.91743734,355800.765411891|4991296.91743734
20768,356141.490400211,4991321.70804917,356141.490400211|4991321.70804917
20770,356521.774933521,4991340.28368712,356521.774933521|4991340.28368712
20771,356681.727393178,4991364.4948828,356681.727393178|4991364.4948828
20773,355632.155525583,4991382.01645984,355632.155525583|4991382.01645984
20774,356231.452704095,4991374.9700493,356231.452704095|4991374.9700493
20780,355552.395367637,4991421.24951026,355552.395367637|4991421.24951026
20829,354856.276343892,4991496.75912993,354856.276343892|4991496.75912993
20830,356322.046499796,4991490.36786769,356322.046499796|4991490.36786769
20833,356375.438704392,4991521.19617328,356375.438704392|4991521.19617328
20837,356378.432006367,4991582.42388974,356378.432006367|4991582.42388974
20844,373755.422833333,5010112.13826667,373755.422833333|5010112.13826667
20847,376061.157700913,5010148.30883688,376061.157700913|5010148.30883688
20862,373963.878826066,5010255.53019798,373963.878826066|5010255.53019798
20923,373939.121356719,5011075.86620417,373939.121356719|5011075.86620417
20929,373926.996899776,5011160.37074677,373926.996899776|5011160.37074677
20932,376943.335499576,5011172.9313942,376943.335499576|5011172.9313942
20936,373915.136258577,5011228.32685094,373915.136258577|5011228.32685094
20942,374501.716176959,5011329.2638091,374501.716176959|5011329.2638091
20945,349019.627571271,5011958.92535494,349019.627571271|5011958.92535494
20946,349639.697606469,5011975.57646616,349639.697606469|5011975.57646616
20983,349384.545466666,5011558.5544,349384.545466666|5011558.5544
20985,376378.418045485,5011308.95102549,376378.418045485|5011308.95102549
20988,374538.908972872,5011587.65214039,374538.908972872|5011587.65214039
20993,375067.954412301,5011655.28057426,375067.954412301|5011655.28057426
21018,374978.885730706,5010454.14280511,374978.885730706|5010454.14280511
21021,373883.065716889,5010318.12447821,373883.065716889|5010318.12447821
21025,377360.974333333,5010557.10233333,377360.974333333|5010557.10233333
21029,377272.426310495,5010601.04159917,377272.426310495|5010601.04159917
21040,346956.265288272,5015338.74944668,346956.265288272|5015338.74944668
21107,377185.842079669,5010833.59048254,377185.842079669|5010833.59048254
21109,374230.940902148,5010780.79919226,374230.940902148|5010780.79919226
21110,377267.777584615,5010885.9778279,377267.777584615|5010885.9778279
21112,376292.3219,5010974.50913333,376292.3219|5010974.50913333
21120,348526.445079957,5011755.78918513,348526.445079957|5011755.78918513
21337,349292.771647691,5011675.39222451,349292.771647691|5011675.39222451
21339,350409.703666667,5011725.58656667,350409.703666667|5011725.58656667
21550,356015.637322801,4988154.09840634,356015.637322801|4988154.09840634
21558,356142.18425804,4988259.04102942,356142.18425804|4988259.04102942
21562,356134.457016106,4988308.70354151,356134.457016106|4988308.70354151
21642,354096.490138762,4988523.62311794,354096.490138762|4988523.62311794
21645,354000.413532667,4988597.50793659,354000.413532667|4988597.50793659
21648,354037.802526906,4988654.6512946,354037.802526906|4988654.6512946
21649,355183.568639654,4988595.54615475,355183.568639654|4988595.54615475
21657,355273.297430311,4988709.75098097,355273.297430311|4988709.75098097
21736,354031.691965545,4988820.83241511,354031.691965545|4988820.83241511
21738,354244.911518243,4988872.26192263,354244.911518243|4988872.26192263
21744,353691.134866667,4988987.05783333,353691.134866667|4988987.05783333
21876,355301.01937955,4989983.3435417,355301.01937955|4989983.3435417
21879,357149.00571926,4989977.32430752,357149.00571926|4989977.32430752
21882,356789.029458142,4990059.1578969,356789.029458142|4990059.1578969
21887,353662.153559666,4990171.3822673,353662.153559666|4990171.3822673
21888,356691.74956309,4990178.27672535,356691.74956309|4990178.27672535
21977,375634.432006578,5009430.09536638,375634.432006578|5009430.09536638
21995,349583.916346203,5012563.03799376,349583.916346203|5012563.03799376
22000,348832.759057486,5012774.62139256,348832.759057486|5012774.62139256
22008,348989.41421529,5012839.78837595,348989.41421529|5012839.78837595
22009,348946.346794482,5012831.90457347,348946.346794482|5012831.90457347
22014,377103.609166667,5010783.77066667,377103.609166667|5010783.77066667
22015,374047.147440937,5010734.31713318,374047.147440937|5010734.31713318
22075,376317.236628848,5009634.52209693,376317.236628848|5009634.52209693
22076,376706.8762,5009667.49076667,376706.8762|5009667.49076667
22078,376022.039066667,5009687.08973333,376022.039066667|5009687.08973333
22081,376377.8163,5009703.4128,376377.8163|5009703.4128
22083,376840.700175749,5009718.60649395,376840.700175749|5009718.60649395
22085,376095.048414807,5009726.74748916,376095.048414807|5009726.74748916
22086,376283.144341508,5009725.00272026,376283.144341508|5009725.00272026
22089,374822.481711398,5009729.33443856,374822.481711398|5009729.33443856
22090,375996.8751,5009770.8582,375996.8751|5009770.8582
22171,355348.462693195,4989242.41236407,355348.462693195|4989242.41236407
22173,355103.77467741,4989117.17289434,355103.77467741|4989117.17289434
22175,353965.887433333,4989504.20856667,353965.887433333|4989504.20856667
22177,353826.767580726,4989541.25020866,353826.767580726|4989541.25020866
22215,374602.299006754,5011330.93130989,374602.299006754|5011330.93130989
22268,371828.64426539,5023896.87735781,371828.64426539|5023896.87735781
22269,371668.411575968,5023913.72670515,371668.411575968|5023913.72670515
22276,371610.296004531,5023933.46982869,371610.296004531|5023933.46982869
22288,348214.289688898,5022502.77770088,348214.289688898|5022502.77770088
22289,377164.546725856,5010349.42267557,377164.546725856|5010349.42267557
22290,374419.16901776,5010377.46928981,374419.16901776|5010377.46928981
22365,340236.179843245,5024261.9623133,340236.179843245|5024261.9623133
22460,341516.679516263,5024001.82515354,341516.679516263|5024001.82515354
22552,372555.774412808,5022199.04021298,372555.774412808|5022199.04021298
22553,372643.38130765,5022280.21082688,372643.38130765|5022280.21082688
22641,374003.97068791,5011220.16291957,374003.97068791|5011220.16291957
22646,374549.938081195,5011396.50946901,374549.938081195|5011396.50946901
22653,373886.898892378,5011412.61394717,373886.898892378|5011412.61394717
22654,374249.598257631,5011478.23050601,374249.598257631|5011478.23050601
22660,349166.032926562,5011454.34408752,349166.032926562|5011454.34408752
22674,346476.905655548,5015148.24281491,346476.905655548|5015148.24281491
22678,348915.52313589,5015199.6128097,348915.52313589|5015199.6128097
22680,346425.79835649,5015230.48386509,346425.79835649|5015230.48386509
22687,374899.542255247,5015133.03087337,374899.542255247|5015133.03087337
22796,374256.1387,5024599.71583333,374256.1387|5024599.71583333
22845,375062.109598698,5011781.800148,375062.109598698|5011781.800148
22853,349654.460667828,5011849.99355744,349654.460667828|5011849.99355744
22865,349551.992670476,5011999.13726434,349551.992670476|5011999.13726434
22954,374446.295562667,5012189.03170735,374446.295562667|5012189.03170735
22957,374532.499195123,5012219.9048495,374532.499195123|5012219.9048495
22961,374500.790791358,5012235.93203854,374500.790791358|5012235.93203854
22962,350629.946868209,5012211.74608317,350629.946868209|5012211.74608317
22965,349054.899166667,5012840.13426667,349054.899166667|5012840.13426667
23054,349286.425705404,5012325.95756178,349286.425705404|5012325.95756178
23062,349373.838233333,5012479.0698,349373.838233333|5012479.0698
23137,376403.386060145,5009364.04043408,376403.386060145|5009364.04043408
23154,376465.878508453,5013290.12267965,376465.878508453|5013290.12267965
23157,349554.495555747,5012623.96710993,349554.495555747|5012623.96710993
23158,362205.657388458,5012575.27429215,362205.657388458|5012575.27429215
23159,349014.066908484,5012659.7240533,349014.066908484|5012659.7240533
23161,375105.60799937,5012477.4137016,375105.60799937|5012477.4137016
23216,376062.5869,5008614.4643,376062.5869|5008614.4643
23225,375178.714166667,5008699.60753333,375178.714166667|5008699.60753333
23228,375166.607733333,5008719.94766667,375166.607733333|5008719.94766667
23233,375901.260866667,5009542.64543333,375901.260866667|5009542.64543333
23237,375969.730227833,5009590.64661,375969.730227833|5009590.64661
23250,349264.997033959,5012604.57058773,349264.997033959|5012604.57058773
23335,349152.907074649,5012881.7293373,349152.907074649|5012881.7293373
23347,376919.054372563,5012925.10999459,376919.054372563|5012925.10999459
23351,375504.943523353,5012950.10906031,375504.943523353|5012950.10906031
23409,374576.155068409,5009123.35874257,374576.155068409|5009123.35874257
23415,374466.309317119,5009125.95470127,374466.309317119|5009125.95470127
23418,376490.540407496,5009143.3407596,376490.540407496|5009143.3407596
23419,374872.898,5009179.65406667,374872.898|5009179.65406667
23424,374323.954371549,5009253.6146753,374323.954371549|5009253.6146753
23425,374883.599608534,5009258.18470595,374883.599608534|5009258.18470595
23426,375337.64134189,5009292.34980018,375337.64134189|5009292.34980018
23433,375629.184641913,5013365.1466563,375629.184641913|5013365.1466563
23434,348185.552477389,5013446.58168186,348185.552477389|5013446.58168186
23435,348097.184004726,5013432.86758834,348097.184004726|5013432.86758834
23436,347803.988566667,5013457.3581,347803.988566667|5013457.3581
23442,347893.51635457,5013502.12758156,347893.51635457|5013502.12758156
23446,348249.373277872,5013598.71191994,348249.373277872|5013598.71191994
23451,376918.359201579,5013639.26507056,376918.359201579|5013639.26507056
23462,348371.761078168,5016391.97734375,348371.761078168|5016391.97734375
23465,352193.302154837,5016614.77241581,352193.302154837|5016614.77241581
23482,348822.997992439,5016944.49242336,348822.997992439|5016944.49242336
23489,348267.339761836,5021011.69563939,348267.339761836|5021011.69563939
23492,359772.945421699,5021087.41436341,359772.945421699|5021087.41436341
23493,373679.670766422,5021101.81869574,373679.670766422|5021101.81869574
23512,351006.008618071,5023510.59514892,351006.008618071|5023510.59514892
23519,346905.36483718,5023516.70770937,346905.36483718|5023516.70770937
23527,374163.474347736,5021321.79885213,374163.474347736|5021321.79885213
23535,371115.235941647,5025224.5635898,371115.235941647|5025224.5635898
23544,337018.830651388,5025253.34023126,337018.830651388|5025253.34023126
23572,351690.048855726,5017018.75096394,351690.048855726|5017018.75096394
23574,348218.813071475,5016966.5175058,348218.813071475|5016966.5175058
23578,351565.285477907,5017111.26673466,351565.285477907|5017111.26673466
23579,376092.336991888,5013732.20981248,376092.336991888|5013732.20981248
23580,348518.685596876,5017065.53181527,348518.685596876|5017065.53181527
23581,358541.229510326,5017113.7174192,358541.229510326|5017113.7174192
23583,351496.1558016,5017138.93307579,351496.1558016|5017138.93307579
23588,373680.762319135,5021253.52685423,373680.762319135|5021253.52685423
23591,374162.392993027,5021267.41901079,374162.392993027|5021267.41901079
23595,346915.037431779,5021300.77376865,346915.037431779|5021300.77376865
23596,351539.97509229,5017193.23870314,351539.97509229|5017193.23870314
23597,347164.385397127,5021346.38884758,347164.385397127|5021346.38884758
23607,343124.346419703,5023698.13121705,343124.346419703|5023698.13121705
23612,376208.02402866,5009846.99829389,376208.02402866|5009846.99829389
23614,377356.611986619,5009881.26717953,377356.611986619|5009881.26717953
23615,376604.805198174,5009910.75889545,376604.805198174|5009910.75889545
23629,347730.969196714,5013671.05691405,347730.969196714|5013671.05691405
23632,376840.020934783,5013691.80071476,376840.020934783|5013691.80071476
23643,375822.176733334,5013801.5383,375822.176733334|5013801.5383
23646,375719.7608813,5013813.18966068,375719.7608813|5013813.18966068
23652,341458.700670717,5024159.99533008,341458.700670717|5024159.99533008
23657,377677.63496063,5014611.05507183,377677.63496063|5014611.05507183
23658,360473.068008266,5014626.76485846,360473.068008266|5014626.76485846
23660,376493.690617023,5014575.91286167,376493.690617023|5014575.91286167
23667,377591.282166667,5014672.8562,377591.282166667|5014672.8562
23668,376493.675866667,5014679.03403333,376493.675866667|5014679.03403333
23669,377644.069500768,5014670.06905343,377644.069500768|5014670.06905343
23680,376030.560301746,5014696.87680198,376030.560301746|5014696.87680198
23687,360112.618633333,5018331.1842,360112.618633333|5018331.1842
23696,377117.735642624,5009891.56327568,377117.735642624|5009891.56327568
23700,377344.323427994,5009961.85666565,377344.323427994|5009961.85666565
23708,377278.631930064,5010064.97469974,377278.631930064|5010064.97469974
23728,375844.958063531,5013937.68214844,375844.958063531|5013937.68214844
23739,376228.749233,5014009.34894444,376228.749233|5014009.34894444
23751,351211.993313074,5017327.00863067,351211.993313074|5017327.00863067
23768,376220.767681628,5014815.95969647,376220.767681628|5014815.95969647
23769,375754.174679481,5014861.84650264,375754.174679481|5014861.84650264
23770,374341.590433333,5014868.39926667,374341.590433333|5014868.39926667
23771,376091.987386963,5014871.73223066,376091.987386963|5014871.73223066
23781,371694.989311553,5021785.70158584,371694.989311553|5021785.70158584
23783,371714.292247641,5021846.40907521,371714.292247641|5021846.40907521
23786,347629.702504251,5021868.38232266,347629.702504251|5021868.38232266
23787,371508.895669909,5021863.00944269,371508.895669909|5021863.00944269
23813,376309.615926455,5014075.24720519,376309.615926455|5014075.24720519
23814,347261.066982332,5014100.84062149,347261.066982332|5014100.84062149
23815,347254.089586144,5014142.04606563,347254.089586144|5014142.04606563
23824,375965.447166667,5014252.72896667,375965.447166667|5014252.72896667
23830,350132.499026539,5014293.54025738,350132.499026539|5014293.54025738
23832,347307.312866667,5014318.0403,347307.312866667|5014318.0403
23841,350811.711425275,5017618.0737639,350811.711425275|5017618.0737639
23848,350777.681211827,5017650.38940979,350777.681211827|5017650.38940979
23849,350852.023308132,5017540.76956834,350852.023308132|5017540.76956834
23858,374211.794883548,5024528.75350465,374211.794883548|5024528.75350465
23862,371411.285503455,5021946.24659015,371411.285503455|5021946.24659015
23867,347084.672929372,5021981.10664039,347084.672929372|5021981.10664039
23874,349162.432869032,5022009.09579922,349162.432869032|5022009.09579922
23880,372350.943038192,5022064.11412126,372350.943038192|5022064.11412126
23913,347382.226027977,5014375.44001817,347382.226027977|5014375.44001817
23925,347630.928837343,5014416.93429305,347630.928837343|5014416.93429305
23933,377655.427902225,5014533.82919848,377655.427902225|5014533.82919848
23937,377698.913133333,5014574.65813333,377698.913133333|5014574.65813333
23939,377571.457130037,5014539.89154417,377571.457130037|5014539.89154417
23940,375222.671445933,5014530.76288448,375222.671445933|5014530.76288448
23958,372447.9346,5022134.61873333,372447.9346|5022134.61873333
23960,349696.052735174,5021919.5736203,349696.052735174|5021919.5736203
23971,358942.661252805,5017379.76578528,358942.661252805|5017379.76578528
23989,334200.829374417,5031465.23023308,334200.829374417|5031465.23023308
24007,342972.017726852,5022254.41479981,342972.017726852|5022254.41479981
24008,342849.496810633,5022340.02449594,342849.496810633|5022340.02449594
24016,371701.609624595,5022326.56696174,371701.609624595|5022326.56696174
24019,348359.712158535,5022395.7146114,348359.712158535|5022395.7146114
24026,347255.503464498,5013766.22028606,347255.503464498|5013766.22028606
24027,377396.590166667,5013864.38946667,377396.590166667|5013864.38946667
24038,358847.871672597,5017172.56164754,358847.871672597|5017172.56164754
24040,359206.233854128,5017208.72248174,359206.233854128|5017208.72248174
24045,358805.412722232,5017376.77413575,358805.412722232|5017376.77413575
24050,373098.5808,5021416.98976667,373098.5808|5021416.98976667
24051,347521.558449261,5021452.62518274,347521.558449261|5021452.62518274
24055,374135.342285795,5021420.21257542,374135.342285795|5021420.21257542
24058,364137.664068217,5021485.60105009,364137.664068217|5021485.60105009
24059,348118.151552992,5021525.3145957,348118.151552992|5021525.3145957
24079,374553.648513577,5023816.68412689,374553.648513577|5023816.68412689
24080,372483.503825319,5023826.76243741,372483.503825319|5023826.76243741
24082,373863.091669453,5014764.00754671,373863.091669453|5014764.00754671
24083,375773.759390871,5014757.90489429,375773.759390871|5014757.90489429
24093,375321.833505929,5014805.6992185,375321.833505929|5014805.6992185
24094,374950.120588455,5014713.45377089,374950.120588455|5014713.45377089
24098,369787.872575566,5024792.40316458,369787.872575566|5024792.40316458
24104,375493.394551555,5014699.35460289,375493.394551555|5014699.35460289
24127,374669.151959089,5015771.98011566,374669.151959089|5015771.98011566
24135,347188.409050542,5022446.4475463,347188.409050542|5022446.4475463
24138,371074.346456066,5022427.30102643,371074.346456066|5022427.30102643
24166,339932.296486835,5024454.47602378,339932.296486835|5024454.47602378
24172,374975.290844687,5023015.98432159,374975.290844687|5023015.98432159
24174,387231.642116638,5036626.77467611,387231.642116638|5036626.77467611
