OBJECTID,X,Y,geometry
24175,387396.547516714,5036696.49445673,387396.547516714|5036696.49445673
24179,386732.966613477,5036755.6893238,386732.966613477|5036755.6893238
24190,337648.009709354,5026833.51492842,337648.009709354|5026833.51492842
24192,338894.296375262,5026813.75406026,338894.296375262|5026813.75406026
24212,375036.506281614,5014927.90103879,375036.506281614|5014927.90103879
24215,375482.320274318,5014974.76043882,375482.320274318|5014974.76043882
24219,346431.462298623,5015020.22695732,346431.462298623|5015020.22695732
24230,347304.452872492,5022572.36272796,347304.452872492|5022572.36272796
24232,374195.796806268,5022604.91399801,374195.796806268|5022604.91399801
24234,354345.432313072,5020054.79050949,354345.432313072|5020054.79050949
24239,338318.546138693,5026677.08357677,338318.546138693|5026677.08357677
24246,337038.928577616,5026935.06648389,337038.928577616|5026935.06648389
24255,335935.061025119,5028754.7675147,335935.061025119|5028754.7675147
24257,336497.662107435,5028819.81298862,336497.662107435|5028819.81298862
24285,342015.770925796,5022436.75481282,342015.770925796|5022436.75481282
24288,371141.565100922,5022615.65557437,371141.565100922|5022615.65557437
24300,387039.895391273,5036584.29031076,387039.895391273|5036584.29031076
24307,347369.7587,5022669.063,347369.7587|5022669.063
24309,340618.895134413,5022678.84959864,340618.895134413|5022678.84959864
24313,371253.932130637,5022715.10097299,371253.932130637|5022715.10097299
24316,370997.888049196,5022663.81084577,370997.888049196|5022663.81084577
24321,340785.790821408,5022669.89802236,340785.790821408|5022669.89802236
24340,374244.952273675,5024687.52912751,374244.952273675|5024687.52912751
24349,341137.735303083,5025080.11228269,341137.735303083|5025080.11228269
24362,359608.977481661,5016245.54289837,359608.977481661|5016245.54289837
24363,359664.615696222,5016256.05050241,359664.615696222|5016256.05050241
24368,375099.617638536,5015451.68653503,375099.617638536|5015451.68653503
24371,354267.462946631,5019592.87415558,354267.462946631|5019592.87415558
24374,347793.325963131,5016302.04062873,347793.325963131|5016302.04062873
24375,347741.882833333,5016374.11483333,347741.882833333|5016374.11483333
24412,376143.61537077,5008759.27785819,376143.61537077|5008759.27785819
24444,342710.697930427,5023025.48090026,342710.697930427|5023025.48090026
24446,351690.935620599,5015574.97119352,351690.935620599|5015574.97119352
24452,374576.365786789,5015650.23377082,374576.365786789|5015650.23377082
24453,374405.26618506,5015482.03572356,374405.26618506|5015482.03572356
24455,348322.505732089,5015656.26217368,348322.505732089|5015656.26217368
24456,348957.864174151,5015615.71517565,348957.864174151|5015615.71517565
24470,348502.711007747,5019536.83484496,348502.711007747|5019536.83484496
24483,361740.855503004,5019795.50362912,361740.855503004|5019795.50362912
24494,347769.664666667,5022935.64726667,347769.664666667|5022935.64726667
24510,375170.545493553,5022824.53245752,375170.545493553|5022824.53245752
24519,370500.406441635,5024813.15420679,370500.406441635|5024813.15420679
24552,374788.66941026,5015871.44454707,374788.66941026|5015871.44454707
24553,348536.734827261,5015860.50337427,348536.734827261|5015860.50337427
24554,374377.695171986,5015943.38843149,374377.695171986|5015943.38843149
24572,354313.80550708,5020031.65309709,354313.80550708|5020031.65309709
24574,348033.802859141,5019863.9467684,348033.802859141|5019863.9467684
24582,374902.107797756,5023038.86467327,374902.107797756|5023038.86467327
24589,342478.393555528,5023105.04442402,342478.393555528|5023105.04442402
24590,340697.78771136,5023110.98742669,340697.78771136|5023110.98742669
24592,342840.494483086,5023119.52733756,342840.494483086|5023119.52733756
24613,337976.541785235,5025579.84900265,337976.541785235|5025579.84900265
24621,339724.378769671,5023584.02701441,339724.378769671|5023584.02701441
24632,374472.767618825,5015987.66613331,374472.767618825|5015987.66613331
24633,359106.001900772,5016044.38939608,359106.001900772|5016044.38939608
24638,347926.705066667,5016086.3202,347926.705066667|5016086.3202
24643,358904.787762623,5016109.50794978,358904.787762623|5016109.50794978
24645,351113.444442818,5016131.41079553,351113.444442818|5016131.41079553
24648,353201.197025152,5016097.56544553,353201.197025152|5016097.56544553
24650,351144.114203919,5016181.2741026,351144.114203919|5016181.2741026
24659,348020.038646072,5020134.52646983,348020.038646072|5020134.52646983
24671,347603.816407989,5020216.8926492,347603.816407989|5020216.8926492
24679,371812.8056,5023196.60863333,371812.8056|5023196.60863333
24682,342590.29834717,5023225.7284838,342590.29834717|5023225.7284838
24691,374693.223943059,5008904.44392265,374693.223943059|5008904.44392265
24700,342594.066257935,5023304.69960752,342594.066257935|5023304.69960752
24702,340679.588730246,5025004.70535728,340679.588730246|5025004.70535728
24743,375716.394128663,5014705.57138812,375716.394128663|5014705.57138812
24744,375121.031483934,5014685.77252744,375121.031483934|5014685.77252744
24746,347593.8009,5014715.82586667,347593.8009|5014715.82586667
24748,352087.310258639,5024766.40879158,352087.310258639|5024766.40879158
24749,352186.708351451,5024784.59567028,352186.708351451|5024784.59567028
24753,346592.469766667,5015391.4994,346592.469766667|5015391.4994
24755,346859.938893159,5015411.93132874,346859.938893159|5015411.93132874
24759,349078.434356788,5015323.48520932,349078.434356788|5015323.48520932
24760,346515.785844687,5015426.9876026,346515.785844687|5015426.9876026
24761,374256.834866667,5015450.48883333,374256.834866667|5015450.48883333
24762,347278.030479841,5015256.05824336,347278.030479841|5015256.05824336
24768,374737.851193593,5008954.15253036,374737.851193593|5008954.15253036
24771,375411.430033333,5008998.61346667,375411.430033333|5008998.61346667
24780,377426.7897,5009826.15853333,377426.7897|5009826.15853333
24781,376453.859929493,5009813.23202434,376453.859929493|5009813.23202434
24819,348692.478197365,5016420.88121372,348692.478197365|5016420.88121372
24830,352677.817693145,5016334.699461,352677.817693145|5016334.699461
24831,352355.929603476,5016621.19494653,352355.929603476|5016621.19494653
24839,347693.439566667,5014097.8864,347693.439566667|5014097.8864
24842,352603.816108015,5016548.89915221,352603.816108015|5016548.89915221
24846,348513.749927541,5020740.2942839,348513.749927541|5020740.2942839
24860,348063.124048479,5021618.32463282,348063.124048479|5021618.32463282
24866,375012.380188088,5023412.36561389,375012.380188088|5023412.36561389
24870,343076.69699951,5023420.00876977,343076.69699951|5023420.00876977
24871,374736.872580206,5023432.3556518,374736.872580206|5023432.3556518
24904,339650.689838173,5027215.03556135,339650.689838173|5027215.03556135
24913,338321.841907218,5027604.44765291,338321.841907218|5027604.44765291
24914,339551.451176243,5027629.74969683,339551.451176243|5027629.74969683
24931,339486.51249833,5027689.92267506,339486.51249833|5027689.92267506
24964,339302.607366667,5029608.29113333,339302.607366667|5029608.29113333
24966,339295.699733913,5029630.96888576,339295.699733913|5029630.96888576
24969,339419.371,5029670.87723333,339419.371|5029670.87723333
24987,386289.68454434,5038459.42740231,386289.68454434|5038459.42740231
24999,338230.986955429,5027265.57635725,338230.986955429|5027265.57635725
25001,385959.586474695,5038584.59069801,385959.586474695|5038584.59069801
25018,338129.374060972,5027163.8490129,338129.374060972|5027163.8490129
25019,340037.641825917,5027335.95917416,340037.641825917|5027335.95917416
25021,338206.694367334,5027342.13123629,338206.694367334|5027342.13123629
25034,335972.035331327,5027798.5783665,335972.035331327|5027798.5783665
25035,338968.364102878,5027678.33646229,338968.364102878|5027678.33646229
25036,339751.698594493,5027790.33302706,339751.698594493|5027790.33302706
25037,336358.713725253,5027800.51927782,336358.713725253|5027800.51927782
25039,336583.052301457,5027774.22267199,336583.052301457|5027774.22267199
25064,386668.474087249,5037971.30527703,386668.474087249|5037971.30527703
25065,387034.837857413,5038066.04118135,387034.837857413|5038066.04118135
25067,386967.447802867,5038086.53953853,386967.447802867|5038086.53953853
25070,386033.11675961,5038046.05364949,386033.11675961|5038046.05364949
25071,386876.801894826,5038153.00126796,386876.801894826|5038153.00126796
25072,386071.253297067,5038208.77885891,386071.253297067|5038208.77885891
25100,338516.153966643,5027488.5300734,338516.153966643|5027488.5300734
25111,338172.60008037,5027821.1393582,338172.60008037|5027821.1393582
25112,339813.097366666,5027838.5707,339813.097366666|5027838.5707
25119,337259.252520573,5027828.75169018,337259.252520573|5027828.75169018
25121,338248.935884765,5026462.95194956,338248.935884765|5026462.95194956
25127,347930.079042844,5021568.07936491,347930.079042844|5021568.07936491
25128,352299.484552996,5023820.59101555,352299.484552996|5023820.59101555
25135,342820.685540996,5023805.43064011,342820.685540996|5023805.43064011
25153,338461.673819494,5025942.99445607,338461.673819494|5025942.99445607
25169,338393.971699869,5026058.63591753,338393.971699869|5026058.63591753
25174,337995.108282086,5027903.89545885,337995.108282086|5027903.89545885
25176,337679.104756059,5027912.47507949,337679.104756059|5027912.47507949
25181,339684.822566667,5027654.5912,339684.822566667|5027654.5912
25188,336800.204415212,5027940.50304446,336800.204415212|5027940.50304446
25190,337963.424059243,5027957.62051213,337963.424059243|5027957.62051213
25191,335930.24920531,5027874.87412705,335930.24920531|5027874.87412705
25194,339841.529290988,5027947.94557671,339841.529290988|5027947.94557671
25198,337031.297472231,5027938.30863047,337031.297472231|5027938.30863047
25199,339969.7585,5027987.05116667,339969.7585|5027987.05116667
25244,386053.801383539,5038488.72051901,386053.801383539|5038488.72051901
25245,337786.517053015,5027668.87065529,337786.517053015|5027668.87065529
25246,337930.02110023,5027647.94016783,337930.02110023|5027647.94016783
25248,339683.7086,5027679.82803333,339683.7086|5027679.82803333
25275,339946.602133333,5028064.8182,339946.602133333|5028064.8182
25276,336923.894423623,5028034.1832443,336923.894423623|5028034.1832443
25277,339893.914433333,5028109.2818,339893.914433333|5028109.2818
25278,339843.370466667,5028110.1202,339843.370466667|5028110.1202
25279,339263.472338686,5028041.4808718,339263.472338686|5028041.4808718
25280,338971.055090822,5028037.63326432,338971.055090822|5028037.63326432
25281,337087.992976584,5028071.31590531,337087.992976584|5028071.31590531
25283,340348.883144425,5028054.78525285,340348.883144425|5028054.78525285
25285,337884.67581735,5028124.39445614,337884.67581735|5028124.39445614
25286,337101.437720449,5028149.80210838,337101.437720449|5028149.80210838
25289,339366.307400072,5027762.96471771,339366.307400072|5027762.96471771
25294,330547.602400196,5030479.68103715,330547.602400196|5030479.68103715
25308,387721.7357,5038661.61316667,387721.7357|5038661.61316667
25311,387652.038365151,5038639.74950786,387652.038365151|5038639.74950786
25325,337930.826066667,5027887.34563333,337930.826066667|5027887.34563333
25326,339849.408335278,5027828.6918728,339849.408335278|5027828.6918728
25327,339536.575265735,5027830.75532502,339536.575265735|5027830.75532502
25331,336424.488042259,5027773.31054205,336424.488042259|5027773.31054205
25332,336324.214866667,5027784.6676,336324.214866667|5027784.6676
25333,338215.346608886,5027781.6372615,338215.346608886|5027781.6372615
25335,336272.32389277,5027753.92780176,336272.32389277|5027753.92780176
25348,386509.495343578,5038326.2856253,386509.495343578|5038326.2856253
25349,386211.32041276,5038409.79848835,386211.32041276|5038409.79848835
25368,337666.197638677,5028262.30493358,337666.197638677|5028262.30493358
25373,335984.50402565,5028313.7899136,335984.50402565|5028313.7899136
25375,338987.876453641,5027370.83186115,338987.876453641|5027370.83186115
25396,337144.949831688,5027847.89127196,337144.949831688|5027847.89127196
25418,386326.371650457,5038413.11765586,386326.371650457|5038413.11765586
25420,386153.098917871,5038449.41508582,386153.098917871|5038449.41508582
25421,339537.844483425,5027347.47516902,339537.844483425|5027347.47516902
25427,339553.1591,5027373.3698,339553.1591|5027373.3698
25432,339603.097557612,5027893.84072866,339603.097557612|5027893.84072866
25433,339193.001204405,5027866.2317351,339193.001204405|5027866.2317351
25436,339911.911221954,5027947.88151859,339911.911221954|5027947.88151859
25440,340236.049455098,5027437.24875895,340236.049455098|5027437.24875895
25442,338540.209102585,5027390.66326556,338540.209102585|5027390.66326556
25443,340283.818364658,5027460.63305456,340283.818364658|5027460.63305456
25444,338425.070484138,5027458.47780005,338425.070484138|5027458.47780005
25447,337010.261481708,5029572.71655083,337010.261481708|5029572.71655083
25453,337717.261085046,5029707.37726552,337717.261085046|5029707.37726552
25458,330453.456188995,5030622.30429273,330453.456188995|5030622.30429273
25461,356018.71955511,4991828.19264657,356018.71955511|4991828.19264657
25500,339473.695884008,5027947.25027624,339473.695884008|5027947.25027624
25517,336060.419751655,5027997.13855265,336060.419751655|5027997.13855265
25524,333884.33587483,5030725.70218594,333884.33587483|5030725.70218594
25531,335819.474633333,5028469.2209,335819.474633333|5028469.2209
25532,339246.426795226,5028355.87726975,339246.426795226|5028355.87726975
25538,336954.149737421,5028513.84910506,336954.149737421|5028513.84910506
25540,335926.609757813,5028533.37537106,335926.609757813|5028533.37537106
25573,339685.801547318,5026222.40724936,339685.801547318|5026222.40724936
25590,337320.033060528,5026287.04927301,337320.033060528|5026287.04927301
25594,339695.776558397,5028051.24806756,339695.776558397|5028051.24806756
25595,338793.199842108,5028011.18520662,338793.199842108|5028011.18520662
25618,335869.330060975,5028602.17356687,335869.330060975|5028602.17356687
25619,337588.724214407,5028652.57069849,337588.724214407|5028652.57069849
25621,338087.908458201,5028585.22105724,338087.908458201|5028585.22105724
25623,335827.494919828,5028674.51144615,335827.494919828|5028674.51144615
25625,336272.955250402,5028679.24154951,336272.955250402|5028679.24154951
25629,338831.93343491,5028726.63096959,338831.93343491|5028726.63096959
25661,337751.235727479,5026292.63598388,337751.235727479|5026292.63598388
25664,337191.276910977,5026326.20303229,337191.276910977|5026326.20303229
25666,350877.745766667,5026375.65866667,350877.745766667|5026375.65866667
25685,336605.657971523,5028213.16856077,336605.657971523|5028213.16856077
25687,338949.908212213,5028202.79554454,338949.908212213|5028202.79554454
25688,336980.405063002,5028230.34608128,336980.405063002|5028230.34608128
25700,338878.751705893,5027020.22133377,338878.751705893|5027020.22133377
25703,340156.876230372,5027039.61856811,340156.876230372|5027039.61856811
25719,336779.211004428,5028842.5321491,336779.211004428|5028842.5321491
25724,336609.947073125,5028912.731404,336609.947073125|5028912.731404
25756,340176.201903729,5026828.59166227,340176.201903729|5026828.59166227
25757,340285.172166735,5026958.01585563,340285.172166735|5026958.01585563
25760,337405.944355479,5026972.82145145,337405.944355479|5026972.82145145
25762,386673.075522841,5038242.80358236,386673.075522841|5038242.80358236
25774,340250.074214067,5027064.04048749,340250.074214067|5027064.04048749
25783,336874.193841338,5029000.41620548,336874.193841338|5029000.41620548
25789,338173.545970818,5027395.33149531,338173.545970818|5027395.33149531
25804,347998.094074706,5022714.1952089,347998.094074706|5022714.1952089
25825,388861.687872347,5037271.49929216,388861.687872347|5037271.49929216
25827,388259.728954677,5037442.3243091,388259.728954677|5037442.3243091
25839,388054.657072135,5037478.03847609,388054.657072135|5037478.03847609
25842,387906.874244158,5037491.90980158,387906.874244158|5037491.90980158
25843,388129.606827525,5037530.28237776,388129.606827525|5037530.28237776
25846,387762.600439831,5037617.20986575,387762.600439831|5037617.20986575
25847,387768.976161993,5037673.21467879,387768.976161993|5037673.21467879
25861,340194.262421726,5027127.14961268,340194.262421726|5027127.14961268
25862,338821.426072173,5027122.18337111,338821.426072173|5027122.18337111
25897,336350.290758054,5028738.44925683,336350.290758054|5028738.44925683
25923,356604.451694087,4990810.26594279,356604.451694087|4990810.26594279
25929,387433.875448697,5037863.74166357,387433.875448697|5037863.74166357
25931,387347.915974493,5037896.37978582,387347.915974493|5037896.37978582
25932,387297.805908126,5037920.71736669,387297.805908126|5037920.71736669
25934,387156.857799975,5037988.27909791,387156.857799975|5037988.27909791
25935,339281.307801699,5027097.70971789,339281.307801699|5027097.70971789
25945,338883.612581614,5027192.75812431,338883.612581614|5027192.75812431
25946,338467.289650084,5027222.04160794,338467.289650084|5027222.04160794
25947,338543.508902808,5027233.48492175,338543.508902808|5027233.48492175
25948,336762.196463637,5027207.75684272,336762.196463637|5027207.75684272
25949,338940.714521845,5027251.73523944,338940.714521845|5027251.73523944
25951,339707.961841558,5027258.28862302,339707.961841558|5027258.28862302
25953,337407.238881933,5027202.25703207,337407.238881933|5027202.25703207
25954,339127.904533333,5027270.50003333,339127.904533333|5027270.50003333
25956,339788.4571,5027275.13283333,339788.4571|5027275.13283333
25957,339087.287893368,5027236.86489141,339087.287893368|5027236.86489141
25979,337676.226637592,5029359.77254597,337676.226637592|5029359.77254597
25986,336378.593621661,5028916.05448699,336378.593621661|5028916.05448699
25990,356623.752592769,4990849.35815529,356623.752592769|4990849.35815529
26010,339915.379414395,5026786.22082783,339915.379414395|5026786.22082783
26039,339646.165677501,5027307.56013062,339646.165677501|5027307.56013062
26040,340384.824023056,5027296.91290746,340384.824023056|5027296.91290746
26042,339682.646066667,5027313.15503333,339682.646066667|5027313.15503333
26044,339315.730505684,5027287.62970731,339315.730505684|5027287.62970731
26053,336887.324833334,5028920.94063333,336887.324833334|5028920.94063333
26054,336043.572408129,5028904.7660693,336043.572408129|5028904.7660693
26095,388209.994427133,5037434.19082437,388209.994427133|5037434.19082437
26096,388450.935569278,5037365.28570323,388450.935569278|5037365.28570323
26098,388278.655637448,5037470.14462418,388278.655637448|5037470.14462418
26108,335981.202666189,5028343.73878972,335981.202666189|5028343.73878972
26109,336077.270646797,5028333.69202605,336077.270646797|5028333.69202605
26113,337950.433612538,5028341.2705024,337950.433612538|5028341.2705024
26115,337746.885041777,5028322.8141258,337746.885041777|5028322.8141258
26119,338538.425425809,5027042.04770781,338538.425425809|5027042.04770781
26121,338971.241314824,5027061.8745719,338971.241314824|5027061.8745719
26124,340152.121266667,5027122.23613333,340152.121266667|5027122.23613333
26140,337798.464082777,5026450.70321606,337798.464082777|5026450.70321606
26158,342778.215418995,5023246.72054724,342778.215418995|5023246.72054724
26160,339971.721214549,5023311.30922846,339971.721214549|5023311.30922846
26161,342692.967108414,5023352.69663659,342692.967108414|5023352.69663659
26164,375135.9755,5023385.07846667,375135.9755|5023385.07846667
26191,387626.890318669,5037755.87509381,387626.890318669|5037755.87509381
26192,386646.824170528,5037744.00398415,386646.824170528|5037744.00398415
26206,339579.973786078,5027446.04509206,339579.973786078|5027446.04509206
26209,340211.93543025,5027485.85877365,340211.93543025|5027485.85877365
26215,338259.261956215,5027177.95513403,338259.261956215|5027177.95513403
26216,339442.640377865,5027156.85553154,339442.640377865|5027156.85553154
26217,338217.832925897,5027196.43986042,338217.832925897|5027196.43986042
26218,339201.393730586,5027191.61814987,339201.393730586|5027191.61814987
26220,338314.974459618,5028681.74333223,338314.974459618|5028681.74333223
