"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",5.01701073330726,0.660974023197496,7.59032966081967,1.04755527700569e-09
"2","mean.three",-2.39609904160638,0.970882091918778,-2.46796090024785,0.0172842405291333
