"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",348.188216665242,49.7225402727335,7.00262325205815,9.03000385332123e-09
"2","mean.two",350.560643870357,42.4183910913841,8.26435503211629,1.20925304496713e-10
"3","sd.two",-227.560369706822,106.88024726086,-2.12911529996204,0.038629859483459
