"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",6.80586700241236,0.429057934791738,15.8623496981029,1.69174211432341e-20
"2","n.two",0.0084216036360301,0.00243140044355351,3.46368433811826,0.00114682359453729
