"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",132.822456059676,41.4563825594758,3.20390849030595,0.002492489195482
"2","meanres",-1751.12353821973,2313.45526653251,-0.756929932275881,0.453036938004548
"3","sdres",4535.99322814562,1795.97080769485,2.52564975372156,0.015138679914017
"4","n",0.184092042913854,0.459796889816565,0.400376877249641,0.690773438312254
