"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",14.4252323506937,10.3093316669092,1.39924030157994,0.168596475916014
"2","meanres",1359.98553046532,575.307737114416,2.36392706499418,0.0224593748915769
"3","sdres",-1066.02665402941,446.620220518518,-2.38687503398697,0.0212561601979623
"4","n",0.35361478281617,0.114341829746764,3.09261084591116,0.00340256115707964
