"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",25.8139141096835,7.03684717622861,3.66839203171645,0.000621188993085252
"2","n.nine",1.71804649183252,0.16396643720788,10.4780375855477,6.94395375602082e-14
