"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",6.80582724404379,0.464999491939182,14.6362036131728,1.00508614388437e-18
"2","meanres",-84.3006147773329,25.9490929296182,-3.24869216068483,0.00219571450779476
"3","sdres",72.8962430615567,20.1446788541569,3.61863515369541,0.000746749913295953
"4","n",0.00980536592136135,0.00515735592349818,1.90123894235914,0.0636858428000507
