"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.522923513244354,0.472681855986524,1.10629064056832,0.274352925135322
"2","mean.two",-0.762446267818672,0.403245765784672,-1.890773152534,0.0649628696456689
"3","sd.two",1.50245101937228,1.01604530594077,1.47872443343571,0.146029595615882
