"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",17.5752539667981,7.28824454868838,2.411452284482,0.0198494652313864
"2","n.two",0.449178445704671,0.0413012779661304,10.875654890704,1.99026156627296e-14
