"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",10.7839702541991,0.902384490165893,11.9505270444271,7.51648937810001e-16
"2","mean.nine",4.96952227772855,1.37965690862497,3.60199861767183,0.000759191347658556
