"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",7.0016182967857,0.409637476166867,17.0922308239532,8.41049614106333e-22
"2","n.nine",0.0305382162593058,0.00954501296273808,3.19938971047197,0.00246772297558032
