"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.934561788127682,0.129489014029536,7.2173056157066,3.82998910661173e-09
"2","mean.threeh",-0.335944241204735,0.196841852783562,-1.7066707941127,0.0944831730440966
