"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",11.135373502092,2.54012488974045,4.38378976839592,6.71488221866737e-05
"2","mean.two",5.95264467139939,2.16698524256725,2.74697056282083,0.00855863946434731
"3","sd.two",0.869050656633907,5.46008258628332,0.15916437945776,0.874236150629573
