"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",9.33382226479543,0.722767171211543,12.9140097068182,6.60766822865427e-17
"2","meanres",-0.0600138048573317,0.0315338064528119,-1.90315764597395,0.063288822054911
"3","sdres",-0.025927148629636,0.104895821674043,-0.247170461281126,0.805876168837331
